P37646	PF00563
P93004	PF00230
Q9NPI6	PF16741
P45522	PF02254
Q5RI15	PF12597
E9PFK9	PF01754
P45521	PF00022
Q72CK4	PF00809
Q15040	PF02099
Q8BY02	PF01424
Q72CK0	PF00483
Q72CK1	PF00408
P28818	PF00621
Q0JB20	PF06244
P04177	PF12549
Q96F88	PF08170
Q2LC84	PF00640
P04173	PF00180
F1S912	PF07719
Q04660	PF00400
Q04665	PF00503
Q04666	PF00010
Q7Y214	PF00439
P00887	PF00793
P00884	PF00274
B1Q2W9	PF00906
P00883	PF00274
P00880	PF02788
Q14249	PF01223
Q91VT1	PF11789
Q14247	PF14604
Q14244	PF05672
O13310	PF00069
Q8WV37	PF01352
Q5VTQ0	PF13181
Q8WV35	PF13516
P00889	PF00285
P73168	PF00989
P73162	PF00871
Q02629	PF13634
P73165	PF01850
Q6Y2E6	PF07525
Q12378	PF04181
Q12379	PF05839
Q92345	PF02776
P08934	PF00031
Q7ZX79	PF00076
Q9W0L4	PF02434
Q9W0L7	PF00443
Q9W0L6	PF07690
Q12370	PF00660
Q7ZX74	PF09755
Q12372	PF00324
Q7RTN6	PF00069
Q12375	PF00153
Q12377	PF01399
Q9VJF6	PF07145
Q9VJF5	PF07145
A2VCT2	PF02779
P46690	PF02704
P92973	PF00249
Q96LT9	PF00076
Q96LT6	PF14953
Q96LT7	PF15019
Q96LT4	PF00536
P53571	PF00766
P92978	PF00071
Q9VJK3	PF16007
O02151	PF00105
Q9VGJ3	PF00641
O94955	PF00071
O94956	PF03137
Q4G0P3	PF17213
O94952	PF08755
O94953	PF02375
Q14790	PF01335
Q9VGJ9	PF01126
Q0VGY8	PF12796
O22042	PF00069
Q9SVS8	PF14226
O22040	PF00069
Q5SSW2	PF11919
Q12080	PF07767
Q12086	PF00752
Q12084	PF00485
Q12085	PF01021
P14843	PF00793
Q12088	PF01021
Q12089	PF13812
P16290	PF00300
O27271	PF07521
O27270	PF00227
P00221	PF00111
P48995	PF08344
Q16790	PF00194
Q9W378	PF00643
Q1HVC7	PF00716
Q9VQW7	PF13895
A3BLL6	PF00076
Q16795	PF01370
Q9W372	PF01395
Q16798	PF03949
Q16799	PF02453
P62280	PF16205
Q9W376	PF00173
P62282	PF16205
Q9W374	PF07992
Q96FK6	PF00400
Q9V6L0	PF02375
Q05533	PF00459
Q05530	PF05768
Q81BL7	PF03073
H2L083	PF04155
Q9STI7	PF01936
Q9V6L9	PF00622
Q94B60	PF00574
Q94B65	PF03151
Q6DDY5	PF02996
Q8VED4	PF00149
O08629	PF14634
Q7CGK8	PF06429
Q9VJK4	PF10545
Q2XYK6	PF00025
Q8CJF7	PF16687
G5EFS1	PF00531
Q9D1J3	PF02037
Q75T13	PF07819
Q9D1J1	PF07933
P02942	PF02203
P33166	PF03143
Q24036	PF17172
P58660	PF00619
E9PK78	PF00443
Q0P9P3	PF02080
Q9VKL9	PF03133
Q9VAP6	PF10186
Q9VAP3	PF04515
Q9VAP2	PF14661
Q9VAP1	PF04101
P70388	PF04423
Q9VTP0	PF12661
Q3ECU8	PF00642
Q9VTP4	PF00687
Q9VTP5	PF05914
P11413	PF00479
P11412	PF00479
Q5NG92	PF04952
P11416	PF00105
Q7CGK0	PF00158
Q9SUS0	PF00759
Q9SUS3	PF09066
P14429	PF00129
Q9SUS4	PF13639
Q9SLE4	PF00179
Q8BMD8	PF00153
Q8SXV3	PF12409
Q8RX56	PF05664
Q8ZC18	PF04381
Q8BMD2	PF13815
Q9VC42	PF03098
Q15532	PF05030
Q96GK7	PF01557
Q2M3D2	PF06046
Q7CGK6	PF06429
Q8GRX1	PF00232
Q6SA80	PF00071
D3ZMX6	PF00595
Q13568	PF10401
Q13569	PF03167
O95777	PF01423
Q13564	PF00899
Q13562	PF12533
O95772	PF10457
Q50327	PF00430
Q13561	PF04912
F4IXW2	PF12783
Q9BY07	PF00955
Q6DC02	PF02214
Q5BI37	PF15613
A2BDK6	PF00414
Q9BY08	PF05241
Q7CJA6	PF02774
Q8NE62	PF00732
Q8NE63	PF00069
Q9D7P7	PF13417
Q9D7P6	PF01592
O80339	PF00847
O80338	PF00847
A6NKF1	PF03399
O80337	PF00847
Q9VC44	PF05953
Q6PD19	PF08427
Q81TN2	PF13361
Q81TN3	PF10612
P34269	PF00264
Q99KC8	PF13768
O26839	PF00490
P34264	PF03946
O00203	PF14797
O02482	PF00400
P34260	PF00995
Q9LY50	PF00069
O00206	PF01582
Q9VME8	PF00858
O82799	PF02362
O82798	PF00072
O82794	PF00319
Q8BQ03	PF17207
O17921	PF03953
Q4G009	PF01472
P39677	PF03144
O17927	PF00105
Q5RJG7	PF01128
Q5RJG1	PF08159
Q81UM5	PF12793
C6KSX9	PF00995
Q9XIN0	PF14215
Q6NTT2	PF00416
Q9XIN7	PF02365
B1ARR7	PF03952
Q6ING3	PF00578
Q9VZ34	PF01027
Q96AQ8	PF07798
Q96AQ9	PF15010
Q6PEB6	PF03637
Q9VVS4	PF10280
Q96AQ1	PF14917
Q6N5G3	PF00360
Q6N5G2	PF00360
Q7S4D5	PF13174
Q96AQ7	PF02017
Q08702	PF16278
C5MDA2	PF06628
Q81KC6	PF00781
P21146	PF00615
P21147	PF00487
Q08708	PF07686
P21145	PF01284
P24311	PF05392
Q9U2D2	PF03731
F4IAG2	PF08323
H2A2B8	PF03043
Q00577	PF04845
P24456	PF00067
Q8T5S9	PF07653
Q00578	PF04851
Q9VZM5	PF03901
Q9FGQ2	PF03083
Q9FGQ3	PF07723
A6X980	PF10419
Q9FGQ1	PF02365
Q9FGQ6	PF03271
Q9FGQ7	PF00134
Q01628	PF04505
Q01629	PF04505
Q9U1Y5	PF00069
Q92316	PF05251
Q9U1Y6	PF00106
Q9U1Y2	PF00642
P0A8K8	PF03631
Q09709	PF00849
B0BND8	PF01412
Q19849	PF01285
P0A8K1	PF02666
Q61120	PF00017
Q6ZW61	PF00118
A1E959	PF15424
P21499	PF00575
Q9R0M7	PF00248
Q9R0M6	PF00071
Q9R0M0	PF02210
A8WI97	PF01826
Q80W21	PF02798
Q80W22	PF14821
O88498	PF06773
Q46868	PF04380
Q81M78	PF00005
Q46861	PF08497
O88491	PF00856
Q46863	PF00496
O88493	PF00092
Q46865	PF15723
Q46864	PF15731
Q46867	PF10840
Q46866	PF06445
P53965	PF03162
Q9FM16	PF07816
P53966	PF01793
Q9GZM8	PF04880
P53960	PF07973
Q925C0	PF00168
P53962	PF00400
Q9GZM6	PF13853
Q9GZM7	PF00112
P53969	PF01103
Q3TUQ5	PF04697
Q8I1N6	PF00847
Q4DWV8	PF02812
P35605	PF00400
P35606	PF00400
Q81X78	PF03952
P35600	PF08519
P35601	PF08519
P35602	PF01217
P35603	PF01217
Q8CKM1	PF05662
Q81X71	PF04552
Q3UIA4	PF00171
Q81X77	PF01676
Q3UIA2	PF00620
Q81X75	PF00162
Q81X74	PF00044
O45691	PF01926
Q9CQW9	PF04505
P53547	PF00046
Q6P1M9	PF04826
Q9R0X6	PF00209
Q6P1M0	PF13193
Q6P1M3	PF00400
Q8IJS8	PF09280
G3XAN4	PF03798
Q9QY15	PF00271
Q9QY14	PF00250
Q9QY17	PF00018
P18113	PF00105
P27661	PF16211
H0YB70	PF01261
Q8IJS7	PF00013
Q99P91	PF00801
Q9NHX6	PF01448
Q8TDB4	PF14962
Q4V5I9	PF03937
F4HZ48	PF13325
Q9ZN15	PF01555
Q5NGZ7	PF06071
Q50329	PF02874
V9HWB8	PF02887
Q5NGZ2	PF02852
Q72A66	PF05014
O08663	PF00557
P57087	PF07686
P9WPC9	PF02151
P0AEI4	PF00919
P57082	PF00907
P57083	PF01537
O08665	PF01403
P57081	PF00400
P9WPC3	PF00574
Q20563	PF04719
Q24170	PF07714
B2RYQ5	PF01133
P57088	PF03661
Q9M8U4	PF08387
Q9M8U1	PF13499
Q9FNJ8	PF00800
Q9FNJ9	PF00300
Q8VC93	PF00929
C0LGS3	PF00069
C0LGS2	PF07714
Q59GR8	PF00261
Q495W5	PF00852
Q571H0	PF11707
P77183	PF02625
P77182	PF05430
Q5XI97	PF07973
P77187	PF00549
Q9VBG8	PF00732
Q8WU79	PF01412
Q9U3A4	PF07690
Q91V76	PF08925
P73913	PF02776
Q8X132	PF16211
Q81LR7	PF06421
A1E2B8	PF00012
Q57YG1	PF00639
Q1H595	PF01423
P32375	PF01979
Q8TED9	PF00169
P32377	PF00288
Q9ZUL5	PF00176
P32372	PF12738
O59827	PF02798
Q8TED1	PF00255
O59825	PF03167
Q8IKS3	PF02883
O59823	PF01813
P32378	PF01040
O59821	PF10447
Q8U029	PF04410
Q99P58	PF00071
Q8BZM2	PF00536
O02115	PF00705
O43598	PF05014
O02111	PF07735
Q9RMW6	PF13411
O43597	PF05210
O74411	PF01030
O43592	PF08389
A5PLN9	PF06159
P40121	PF00626
P40120	PF04349
P40123	PF01213
P40124	PF01213
Q6L545	PF07859
P40126	PF00264
Q7CLB2	PF03120
B9DFS6	PF09325
F8RFR6	PF03586
Q7KND4	PF16496
Q9BQC3	PF01866
Q86X52	PF05679
Q9BQC6	PF14978
Q86X55	PF11531
Q24117	PF01221
Q24119	PF08447
Q24118	PF14959
P74652	PF03412
P74989	PF13994
Q8CFD4	PF00787
Q8CFD5	PF00400
Q9NYI0	PF01369
Q6DFG1	PF02205
Q9FG73	PF17125
Q23639	PF10557
Q8IED5	PF00111
Q8IED2	PF02463
O09130	PF11976
O09131	PF13417
Q9D706	PF13176
P26200	PF00235
P31213	PF02544
O09139	PF02319
Q9LQ65	PF00170
Q59FP7	PF02008
Q95RE0	PF00566
Q0KHV6	PF00069
Q95RE4	PF00313
P33775	PF16192
P40693	PF00327
P40692	PF16413
P33778	PF00125
P33779	PF13545
J9P326	PF00076
P40694	PF01424
Q9SV69	PF00069
P73401	PF00534
Q20263	PF04178
P73403	PF04101
P21964	PF01596
P21965	PF00069
P73406	PF00936
Q9ZVB5	PF00010
O35344	PF01749
O35345	PF01749
O35346	PF07714
Q9ZVB9	PF03871
Q94AX5	PF01169
O82238	PF10200
O35343	PF01749
Q498F0	PF00400
P61602	PF13833
P35446	PF00090
Q9QXC1	PF00031
P37475	PF07228
P37477	PF01336
O88967	PF01434
Q2TNB3	PF02252
Q9VQ68	PF01607
Q8BJ71	PF04097
D3ZL52	PF00169
P68615	PF04665
Q9VP40	PF10406
Q9VP41	PF15866
Q24372	PF07679
Q9VP47	PF04950
Q9VP44	PF03221
A8MS68	PF02852
Q9U9Q4	PF01398
Q9VP48	PF00071
Q9U9Q1	PF08542
Q9U9Q2	PF00076
Q8I4R0	PF12146
Q3ZTX7	PF00082
Q9BRC7	PF00387
Q7K1W4	PF06441
Q8R2S9	PF00022
O70333	PF10235
P22437	PF03098
Q9NZI2	PF13833
P22435	PF00506
P22434	PF02112
Q9NZI7	PF04516
Q9NZI6	PF04516
Q9NZI5	PF04516
Q9VAN0	PF00266
Q09704	PF15985
Q9NZI8	PF00076
Q9HBW9	PF01825
Q8AVG7	PF00400
P22438	PF09334
Q8ZJ74	PF08501
P21466	PF01479
Q22618	PF00035
Q22619	PF12838
Q8ZJ73	PF00474
Q22616	PF06320
P18292	PF00089
Q8ZJ79	PF01327
Q63ZU4	PF01417
Q96L11	PF15838
Q96L12	PF00262
Q96L15	PF01129
Q96L14	PF15308
Q21302	PF01286
Q9N4I1	PF00132
Q9N4I0	PF00022
Q9VAN6	PF15247
Q9N4I4	PF00687
Q9HBR0	PF01490
Q10102	PF16035
Q8SWT2	PF07717
P17799	PF03524
Q9BQG2	PF09297
Q9PHY2	PF00056
Q20611	PF04116
O15417	PF01426
Q5XG02	PF07145
P37297	PF00613
P37296	PF01496
Q21305	PF00505
P37293	PF06916
C9J1X0	PF00400
C9J1X3	PF14604
Q24152	PF01111
P37299	PF09796
P39521	PF00250
P39520	PF10380
P39522	PF00920
P39525	PF02801
P39524	PF16209
P75769	PF01027
P39529	PF00172
P75764	PF00694
P75763	PF00939
Q4VC33	PF10607
Q9VZ69	PF00013
Q7CIU3	PF00255
Q9W5P1	PF11221
P34925	PF02019
Q9SRM0	PF13639
C0LU16	PF11221
Q9SRM4	PF00628
Q9NQ82	PF03720
Q5BIV9	PF14999
O25311	PF01855
Q8CG03	PF00233
F4JCN9	PF00010
Q9BTU6	PF00454
Q9Y2P8	PF05189
Q97ZF4	PF01918
O60583	PF00134
Q9Y2P5	PF13193
Q9Y2P4	PF13193
Q9Y2P7	PF01352
P39298	PF00326
P77400	PF13520
Q8T0D6	PF01569
P77402	PF12833
P39293	PF10679
Q9QZV8	PF01576
P39297	PF07338
P77409	PF01292
P39295	PF06693
O23614	PF03572
O42967	PF00240
O42964	PF08711
P18848	PF00170
C8VTS4	PF11754
O42963	PF13874
Q9VAK0	PF00400
P0C8S1	PF00931
P18843	PF02540
Q7TP11	PF00169
P18841	PF00001
Q23566	PF00069
A4D0V7	PF12733
P18846	PF02173
Q7TPQ3	PF00176
C7Z7K1	PF04547
Q9C707	PF00010
Q8T0D1	PF07776
Q8TDN1	PF00520
Q9C9U7	PF00071
Q9W145	PF01852
Q6H7U2	PF00642
Q15054	PF09507
Q96S97	PF01284
Q9C9U4	PF00069
O60896	PF04901
P61763	PF00995
P50428	PF00884
P01040	PF00031
Q977U7	PF16912
Q60989	PF00653
Q0PCC3	PF02768
Q99LV7	PF08320
Q0PCC0	PF00174
Q9W4R3	PF07679
Q9W4R1	PF03914
G5EC12	PF01757
Q60987	PF00250
Q96S21	PF07525
O00590	PF00001
Q61056	PF08344
Q9UTI7	PF00303
Q61053	PF00018
Q9UP38	PF01392
Q9EQC9	PF02008
Q9EQC8	PF10253
A4QN31	PF07714
Q8D1G8	PF13193
Q9EQC5	PF00069
Q8I3B0	PF01655
P09690	PF02932
Q81VU9	PF08032
Q9EQC1	PF01073
P09693	PF02189
Q9DB91	PF11568
P03759	PF15968
Q9VWS7	PF00627
Q9Y4J8	PF00569
Q7CGY5	PF08334
O15105	PF03166
Q9FU80	PF02330
Q8R007	PF07686
Q9UTI3	PF00583
Q9VWS1	PF08513
Q72DM1	PF00111
Q9P1Z3	PF08412
Q9P1Z2	PF07888
Q9P1Z0	PF00651
Q72DM8	PF00215
Q2KII4	PF03931
Q9FMP3	PF01979
Q9P1Z9	PF14644
Q6GHP9	PF00091
Q8GX84	PF00642
P37105	PF02978
Q8MT60	PF02174
Q8GX81	PF07572
P70843	PF13614
O13928	PF00071
X5M5N0	PF00069
Q6GQD7	PF01388
Q6GQD5	PF02825
Q9UTI9	PF08570
Q9PIE2	PF02880
P76269	PF07690
Q9Y5A6	PF02023
P74171	PF13545
Q8IY51	PF03221
Q9PIE4	PF02660
P74172	PF00483
P43573	PF02996
P43572	PF10513
P43571	PF07819
P43570	PF00566
P43577	PF00583
P74178	PF02543
P43575	PF00660
P43574	PF00320
P42228	PF02865
P42229	PF02865
Q02427	PF00076
O65359	PF05739
Q99784	PF02191
Q8IM77	PF14308
P42222	PF03952
O65355	PF07722
P42224	PF02865
P42225	PF02865
P42226	PF02865
P42227	PF02865
Q9FK59	PF01652
Q2RSU7	PF00016
Q0KHR7	PF00735
P74182	PF02321
P76446	PF00563
P76445	PF01569
P76440	PF07992
P18159	PF00408
Q8D1G3	PF00771
G4LU05	PF00431
Q96JH8	PF00788
Q9EPK8	PF00520
Q9Y5A9	PF04146
Q81TL7	PF00290
Q9EPK5	PF00397
Q9EPK2	PF07986
Q7CFX2	PF04023
Q55508	PF00218
Q55509	PF02254
Q19537	PF01336
Q9JLF6	PF00868
P29754	PF00001
Q80T41	PF01094
Q9I1B2	PF05638
Q9SEI3	PF00004
Q9SEI2	PF00004
Q9SEI0	PF00249
Q9SEI4	PF00004
P54205	PF02788
F5HE05	PF05963
Q02399	PF00069
B3DNI1	PF01849
P31151	PF01023
Q6VH22	PF00400
O35309	PF07292
A1L3H7	PF00397
Q02391	PF00839
P0AFN2	PF04024
P19400	PF06394
B0YJA4	PF00047
Q02395	PF00628
P02808	PF03875
Q8BUV3	PF03453
Q9UIY3	PF05773
Q9FGL2	PF00230
Q68CQ7	PF01501
Q99MJ9	PF00271
P02802	PF00131
Q68CQ4	PF06862
Q9FGL9	PF00076
Q8N6R1	PF06624
Q8N6R0	PF08241
O13728	PF08726
O13729	PF06687
Q9VL59	PF01585
Q9VL58	PF12796
O13722	PF03847
Q6ZWK4	PF15763
B0BN93	PF01399
Q9VL50	PF03839
Q9VL52	PF00567
Q728Q6	PF13545
Q728Q5	PF02525
P38615	PF00069
Q86YL7	PF05808
P29758	PF00202
P74410	PF00886
Q8R001	PF03271
Q86YL1	PF01381
O14972	PF03643
Q8BG17	PF09805
Q9HDX3	PF07859
O14976	PF10409
O14977	PF00278
O14974	PF15898
O14975	PF13193
P74416	PF02347
O14978	PF02023
O14979	PF00076
Q1EC46	PF00335
Q9HDX5	PF04161
Q20136	PF01391
Q20135	PF01391
Q9VI83	PF01585
Q9VI82	PF07540
Q63369	PF00531
Q9GZP8	PF15761
P0AF24	PF13344
Q93052	PF00412
Q9GZP4	PF06201
Q63362	PF04716
Q9GZP0	PF00341
Q7Z7B1	PF06423
Q7Z7B0	PF09727
Q8K3V1	PF06294
Q9U2E4	PF03055
Q81QP7	PF00975
Q8IDU9	PF10263
P75435	PF01420
Q9JMH9	PF00595
Q9FMP4	PF00076
Q7CIG7	PF04293
E1B9D9	PF02176
Q9SZ53	PF00481
P81449	PF05680
Q55013	PF14495
Q7CIG0	PF13550
Q7CIG9	PF00892
O60200	PF05254
O06944	PF04932
Q99PP9	PF00643
M9PAZ2	PF08395
Q9QXG9	PF14973
Q99PP7	PF13445
Q8BKX1	PF14604
O83323	PF02653
Q8BKX3	PF00627
O62519	PF03770
Q9UNA3	PF04488
Q9M2E8	PF01852
P82869	PF00160
Q9UNA4	PF11799
Q9M2E2	PF00106
P0CX50	PF17135
Q9LUL2	PF00069
Q9LUL4	PF07714
O62517	PF02118
B7ZBB8	PF03370
Q9C6S8	PF09736
Q920A5	PF00450
Q729U7	PF07883
Q920A7	PF01434
Q920A6	PF00450
Q920A9	PF13895
P30427	PF03501
Q729U8	PF13193
Q0P9K6	PF14453
Q0P9K9	PF02581
P72847	PF05685
P0AER5	PF00528
P0AER3	PF00528
P0AER0	PF00230
Q0P9K8	PF04055
A0JNJ3	PF06911
P46502	PF00004
P0AER8	PF03616
Q9D945	PF10169
Q9I7J2	PF12796
Q04734	PF06687
O74310	PF07683
O74311	PF00583
O74312	PF04109
O61464	PF02017
P84173	PF01145
Q03455	PF01545
Q5LJN5	PF12777
Q9VUD7	PF09457
P01861	PF07654
P01860	PF07654
Q42599	PF12838
Q42598	PF14821
P01865	PF07654
P01864	PF07654
P50851	PF14844
P01869	PF07654
P01868	PF07654
Q55119	PF09285
Q57839	PF06093
Q8I261	PF00227
Q9I181	PF00550
P69955	PF00771
Q969Y2	PF10396
Q5NG84	PF02254
P69959	PF09621
Q01244	PF03958
P03034	PF00717
Q306T3	PF04389
P03030	PF03466
P73992	PF01973
Q7CFW4	PF03958
Q7CFW5	PF11104
Q9Z9H6	PF01193
Q7CFW0	PF07992
Q7CFW2	PF01226
Q9I7J0	PF00307
O00755	PF00110
O55023	PF00459
O55022	PF00173
Q9UL80	PF07686
O50055	PF00643
O55026	PF01150
Q9VBD9	PF03103
Q9UBC0	PF00046
Q0P804	PF03315
Q9UBC2	PF12763
Q9UBC3	PF00855
Q6UXS9	PF00619
Q9UBC5	PF06017
Q0P802	PF11396
Q84P99	PF00012
Q06890	PF01093
Q96CN5	PF13516
Q06892	PF01513
P9WLZ7	PF13466
P0AG03	PF02441
Q9LX54	PF07723
P10151	PF03466
O02053	PF08311
Q9H2W6	PF11788
Q8IQK4	PF02136
G3V7R4	PF16675
O54998	PF00254
P74102	PF02136
Q8IQK0	PF00782
Q9VQD6	PF10523
Q9PIX2	PF01197
O54990	PF05478
O54991	PF02210
O54992	PF00069
P65185	PF02401
P0ADP9	PF06288
Q84P92	PF00450
Q9FHA7	PF00010
Q9FHA3	PF08996
Q9FHA2	PF00010
P0ACD2	PF00132
P10649	PF02798
F4JTI1	PF00564
P0ADP2	PF03061
P80428	PF00022
Q9VBD2	PF03103
P0ACD4	PF01592
Q2HR80	PF05812
Q5QJ74	PF14560
Q84P96	PF00108
Q8IN24	PF01094
Q84P97	PF01459
Q95RX5	PF00569
P10645	PF01271
Q81M51	PF13742
Q6K0P9	PF02758
P0AG01	PF02706
Q5VWZ2	PF02230
P48555	PF00071
Q9LMK0	PF01247
A8MUS3	PF03939
O00148	PF00271
Q9VBD7	PF03103
P72633	PF00814
Q9LMK5	PF01336
Q9LMK7	PF00638
Q12947	PF00250
Q12946	PF00250
Q8CEX7	PF00595
P18187	PF10518
Q26263	PF00010
Q6XE38	PF01099
Q9BV57	PF03079
Q95XL8	PF00400
Q5NC05	PF06839
Q8T3B9	PF00505
Q12948	PF00250
P64581	PF05957
Q07279	PF03131
P64585	PF07332
P48552	PF15690
P59017	PF00452
Q9CWR0	PF00621
P64588	PF03551
Q9VJ98	PF08445
Q9F541	PF00565
Q9VN31	PF05182
Q689G9	PF00072
P62869	PF00240
Q5NHD1	PF00268
P62864	PF04758
Q9W552	PF03643
Q9W551	PF14978
Q9W550	PF00400
P62861	PF04758
Q9W555	PF01217
Q9W554	PF17283
P51813	PF00017
Q92890	PF03152
P51811	PF09815
P51810	PF02101
P51817	PF00069
P51816	PF05110
P51815	PF02023
Q92896	PF00839
Q6P9U5	PF00347
Q6P9U7	PF00056
P51818	PF00183
Q9VD72	PF04157
Q6P9U3	PF07258
O83186	PF03116
Q8TAF3	PF00400
P0ABJ9	PF01654
Q9XVJ2	PF01182
Q9XW63	PF00613
J3KNK1	PF00069
Q8IRK0	PF00100
Q8TAF8	PF10242
P0ABJ6	PF03626
P0ABJ1	PF06481
P07236	PF00587
P0ABJ3	PF00510
Q7K3G2	PF11904
Q9Z0Y1	PF07426
O14498	PF13855
O43566	PF00615
Q9C5H9	PF04130
Q9Z0Y7	PF02174
O17615	PF10328
Q9Z0Y9	PF00105
O14490	PF03359
O14493	PF00822
O14492	PF00017
O14495	PF01569
O14494	PF01569
O14497	PF12031
Q63ZN5	PF00076
Q2VJ58	PF16718
Q9QZ09	PF12129
Q86B36	PF01409
B3KPU6	PF10037
Q39108	PF00348
O83325	PF08676
Q8X5I9	PF05231
Q8MKK3	PF02441
O95922	PF03133
P07098	PF00561
Q5JS37	PF01436
O95926	PF08231
Q39101	PF00210
Q39102	PF01434
Q39103	PF14226
P0C869	PF01735
Q8NFW5	PF03826
Q2VLH6	PF00530
Q7BGI8	PF00881
Q63ZQ9	PF07500
Q07833	PF05593
Q8R1A4	PF11878
P0C862	PF01391
Q8NFW8	PF02348
Q8NFW9	PF04698
O14142	PF04117
O14141	PF02545
O14140	PF05160
O14147	PF13307
O14145	PF02358
P14242	PF08676
Q07857	PF00527
Q02775	PF11708
O14148	PF00176
Q9I7J8	PF07776
Q02774	PF08229
P28372	PF00148
E9QNG1	PF14604
P28370	PF00176
P28371	PF03144
Q1PDV2	PF00076
O25681	PF00557
Q02776	PF03031
Q19204	PF00090
P43630	PF00047
P43631	PF00047
P43632	PF00047
Q9VEA7	PF13961
P43634	PF00172
P43635	PF00285
P43636	PF00534
P43637	PF00069
Q6N650	PF00380
P43639	PF01214
H2L0L6	PF00105
A3DCU1	PF03412
Q6DCF6	PF13499
P28798	PF00396
Q8LPK4	PF02883
Q8LPK5	PF14569
Q9WTU3	PF11933
Q8LPK2	PF00005
O83247	PF07228
Q66KV4	PF02961
P0C734	PF04682
P05412	PF03957
P05413	PF00061
P43895	PF00889
Q9C4Z7	PF03776
Q9C4Z6	PF00400
Q9ZRD6	PF00957
Q9HAV0	PF00400
Q9HAV7	PF01025
P43896	PF00889
Q9HAV5	PF00020
Q9HAV4	PF08389
Q6NR36	PF02017
A8JNV4	PF15753
P01522	PF02950
Q22656	PF00005
Q9N5A8	PF00170
O83240	PF00416
Q6A163	PF00038
Q6A162	PF00038
Q9U6B8	PF07856
Q5NFH8	PF07690
O25317	PF02600
Q14457	PF15285
Q5VZV1	PF10294
O25314	PF04851
Q14451	PF00017
P63053	PF00240
Q9VA71	PF08969
P12946	PF02628
Q19209	PF17618
Q9SX31	PF00069
P63058	PF00105
P63059	PF00105
O83241	PF00411
P0C671	PF15661
O25313	PF01558
O25310	PF13187
O80961	PF03094
O80963	PF07714
Q03989	PF01388
Q59S43	PF10280
Q9VWG2	PF08598
Q9W4I3	PF00327
Q9W4I6	PF16071
Q9W4I4	PF00010
Q9H5X1	PF01883
Q55559	PF13355
Q80TS7	PF15498
Q9VEE5	PF00168
Q80TS3	PF02191
Q6PIK1	PF07686
Q9VEE9	PF13439
Q14689	PF06464
Q2EEY0	PF01582
Q94CL9	PF02234
Q94CL8	PF00481
Q6QI53	PF08333
Q8BMU5	PF04756
Q02985	PF00084
Q5T1M5	PF00254
Q02981	PF03109
P73646	PF00288
P21517	PF02903
P73644	PF00590
Q8LGU6	PF13181
H3BN98	PF00410
P45771	PF01396
Q8C031	PF13855
P00347	PF12349
Q9BR01	PF00685
Q3KRD8	PF01912
Q8D0Z3	PF03212
Q55551	PF00515
Q8NCJ5	PF00622
P10896	PF00004
F7IVA8	PF00520
Q833V7	PF02868
Q81WA0	PF10145
Q7TQH0	PF14438
Q9SK91	PF00010
P16382	PF09238
Q9SK92	PF13639
P0C6F1	PF12777
Q9SK96	PF00854
Q9SK99	PF00854
O25775	PF02130
P16525	PF05472
Q961H2	PF07690
P11598	PF00085
P19367	PF03727
Q9NX52	PF01694
D3K5I7	PF05733
Q9NX57	PF00071
Q9NX58	PF08790
P73392	PF02469
P73393	PF10216
P73394	PF00361
P21661	PF16470
O40918	PF00489
O31709	PF04893
Q8RXE5	PF00069
O83268	PF16320
Q17339	PF16544
Q9W238	PF10650
Q9W236	PF03357
Q9W237	PF00380
Q12123	PF05652
Q12122	PF00682
Q12125	PF04190
Q12124	PF11214
Q12127	PF13928
Q12126	PF00069
F8WIS9	PF00069
Q8IQH0	PF02210
Q9D2Y4	PF07714
Q81JJ0	PF00486
Q8NG41	PF15180
Q22ZB5	PF12009
Q9SYP2	PF00365
P11620	PF00071
P52867	PF16192
P11762	PF00337
P60838	PF00931
Q6ICB4	PF00169
Q9PMK5	PF00472
P45956	PF09707
Q8BIQ7	PF02037
Q86WH2	PF00788
Q9PMK3	PF01142
Q01986	PF00069
Q81JJ1	PF00989
Q9HDU5	PF01087
Q19366	PF04042
Q726A1	PF13181
O04027	PF00808
P11766	PF00107
Q01989	PF02736
Q6FH24	PF02996
Q9VXF6	PF00262
Q8I492	PF06513
Q9VXF1	PF00149
P0CI39	PF02116
P0CI38	PF00674
Q149N5	PF07653
Q9VXF8	PF00076
Q9VXF9	PF00240
P0CI31	PF00106
Q9UT21	PF02824
Q12510	PF00400
Q9UT23	PF04851
Q9FT92	PF02201
Q9UT25	PF00583
Q96DX7	PF00643
Q9UT27	PF04230
Q96DX5	PF07525
Q91WK1	PF00622
Q91WK0	PF09738
Q96DX8	PF13695
Q91WK2	PF01398
Q91WK5	PF01597
Q8S8M9	PF00628
A8J1Z6	PF03159
P12497	PF00098
Q9NR77	PF04117
P56470	PF00337
P0AB65	PF00708
P9WP57	PF06781
G3HFR3	PF01105
P56474	PF00005
Q9W2F3	PF00102
P0C0T5	PF03411
P0C0T4	PF03297
P0AE78	PF03471
P37909	PF00419
P0AB67	PF02233
O93430	PF02932
Q8ING0	PF00089
P0AE70	PF02452
O94346	PF01960
P0AE74	PF00939
P37903	PF00582
P0AE76	PF02283
Q47156	PF02604
Q47157	PF13957
Q9P2T0	PF14912
Q47155	PF11798
Q96JJ3	PF16457
Q47150	PF04221
Q47151	PF00877
G5EBN5	PF03097
Q96KQ7	PF00856
