yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF1AF	Entry
825306	A0A1I9LRT9
825306	Q9M2D0
397524	P03974
10723	Q9Y666
41949	A0A126GUV0
41949	Q9VEZ6
832109	A0A178UID4
832109	Q8L9M7
832106	A0A178UCQ2
832106	A0A1P8BCG6
832106	Q8L9X2
41945	A0A0B4JDD2
41945	Q9VF00
41944	A0A0B4K6J1
41944	A0A0B4KHL1
41944	E2QCY6
41944	P52172
41943	Q9VF02
41942	A0A0B4JDA0
41942	Q9VF03
41941	Q9VF04
41940	Q9VF05
90268	Q96BN8
7543	A0A024RC04
7543	P17010
7543	Q59EB9
7543	Q8WXB7
8110	F8W7T1
8110	Q92784
254042	Q6UB28
100506742	Q6UXS9
171463	Q8JZL1
152518	B1Q2B0
152518	Q6ZNB6
833852	Q9FFV9
833850	A0A1P8BEL3
833850	A0A1P8BEL7
833850	Q93YW4
833856	A0A178US93
833856	A0A219HZL6
833856	Q2HIR7
833855	Q9FFV7
833854	Q9FFV8
20674	P48432
20674	Q60I23
20675	A2AM37
20675	Q5RKW0
171460	Q5BKC6
20670	P43267
20670	Q5F2B2
20671	A0A0A6YXS3
20671	Q61473
20672	P43680
20672	Q3UND6
20678	B2KFM4
20678	B2KFM9
20678	P35710
20678	Q2TBA9
20678	Q3TVF9
20678	Q8C4K8
20679	A0A0U1RNW8
20679	A0A0U1RPC1
20679	E9PUW0
20679	P40645
20679	Q3V1J7
20679	Q8BSS6
100529261	B4DL54
100529261	P49356
175428	Q8ITW4
175428	Q8MXE9
175428	Q8MXF0
824728	A0A178VEN3
824728	Q9M060
175423	H2KZA5
175423	Q8ITY8
175422	H2KZA6
175422	Q8ITY9
175421	O01908
824726	A0A178V713
824726	Q8LCT2
427410	Q5ZMU9
838743	Q9SDQ3
362182	D3ZUB0
392465	A6NK44
828659	O65607
828658	B5BPE6
828658	Q9FVI6
828654	A0A178V577
828654	A0A1P8B539
828654	P92965
828657	Q0WVM7
828653	B6DTR3
828653	P93835
828652	A0A178UZ96
828652	B2BIZ3
828652	Q9M0L0
85019	B4DH40
85019	F5GXY7
85019	Q24JQ0
85019	Q7L033
16136	P20764
80028	A0A024R857
80028	B4DH63
80028	Q96D16
5210	B7Z5C3
5210	Q16877
5210	Q5XLC3
5210	Q66S35
811871	Q8ILF5
80023	Q9GZP1
80022	Q96JP2
80022	Q9H614
80021	Q0P6H9
80020	Q8IWF2
85015	D6RBV3
85015	Q70EL2
820405	A0A178VJD3
820405	A1A6J5
820405	A8MR70
820405	F4J8P7
820405	Q39140
80025	D3DVZ1
80025	Q6P1K9
80025	Q9BZ23
85016	Q7Z2V0
85016	Q9BRQ4
824897	A0A1I9LT22
824897	F4J277
824897	Q8RXS6
824896	A0A178VL03
824896	Q9C5Z3
48450	Q9VFQ9
824893	A0A1I9LMG6
824893	P33157
824890	A0A178VIZ5
824890	A0A1I9LNT5
824890	A2RVQ5
105246	A0A0R4J175
105246	Q3UQU0
2540059	Q9P6I8
252969	A0A024R361
252969	Q969S2
2540051	P10989
290354	Q6AYD6
2540053	P50999
2540052	Q9UUF2
2540055	O74749
2540054	O42901
2540057	O42945
828388	A0A178UU76
828388	A0A2H1ZEN5
828388	Q8H112
837729	A0A178W4N3
837729	Q9SA94
9002	Q96RI0
7319	A0A0D9SG71
7319	P49459
7318	P41226
2539245	O94546
7314	P0CG47
7314	Q5U5U6
7317	A0A024R1A3
7317	P22314
7316	P0CG48
7311	P62987
7311	Q3MIH3
7311	Q7Z4P3
2538713	O74439
54512	Q9NPD3
176000	O18158
176000	Q2L6Y4
54510	Q5HYG2
54510	Q9HCL0
514177	E1BLX1
11906	E9QMD3
54517	B3KRB2
54517	B3KY42
54517	Q96PZ0
54514	Q9NQI0
54841	Q86UB2
176736	Q95ZJ1
176734	Q9U2K7
11909	P16951
11909	Q543G2
11909	Q640L6
11909	Q68FE3
11909	Q8CBR9
176733	Q9U2K8
115560	Q96CX3
176003	Q09385
819697	Q84M91
59145	A0A0B4KHA5
59145	Q9I7I1
179704	Q18827
179705	Q19854
179703	G5EET3
175281	Q95Y51
179701	G5EF90
40602	A0A0B4KF79
40602	Q9VN63
150290	A0A024R1L2
150290	F2Z2P2
150290	Q8NEJ0
818549	A0A178VYW0
818549	O48814
417947	P70082
191813	P91209
174778	Q19130
174778	Q95QM8
174779	Q19131
178259	Q18547
56674	B7Z6P5
56674	Q543A1
56674	Q9NQ34
174770	Q65ZB4
174770	Q65ZB5
174770	Q9XVW8
174771	Q20771
174771	Q5FC73
174772	Q20770
178250	A0A061ACK4
178250	A0A061ACN3
178250	A0A061ACN7
178250	A0A061ADU8
178250	A0A061AJ20
178250	A0A061AKR6
178250	Q9XTF3
178257	Q18535
824015	P17597
843807	Q93ZD5
363633	D4A5A6
826765	O48646
826764	Q9T0C7
826761	Q9LDD5
685451	G3V8Y0
176882	O44516
176883	O44517
176883	U4PC34
34013	Q9VM22
288588	D3ZQI0
15959	Q5FW82
15959	Q64345
18483	Q3TRX4
18483	Q542N8
18483	Q8CB16
18483	Q9Z0P4
134637	Q7Z6V5
63985	Q9CQI3
15951	E9QKL6
15951	P0DOV2
824010	A0A178V8B0
824010	Q9SMP6
811874	Q8ILF2
174482	Q09545
64822	P55054
728343	Q9GZY0
174487	F5GU78
174487	F5GU79
174484	G5ECD7
174484	G5EEB3
174484	G5EG29
174484	G5EGT0
814426	O77355
18676	Q9WTU0
948937	P05707
257068	Q0VAA5
126006	Q8IVA1
2655210	Q8IBX6
26009	Q8IYH5
291081	Q3KRE8
35372	Q9VIG3
851072	O13565
66585	Q6PE01
161725	Q8TE49
1009	H3BUU9
1009	P55287
1008	Q9Y6N8
1008	X5D8X5
1008	X5DNG6
1007	Q9ULB4
1006	P55286
1005	F5H5X9
1005	Q8IY78
1005	Q9ULB5
1004	P55285
1003	P33151
1003	Q59EA3
1002	P55283
1001	B4DLF0
1001	P22223
1000	A0A024RC42
1000	P19022
362631	P62914
362631	Q4V8I6
811876	Q8ILF0
216848	B1AR17
216848	E9Q614
216848	Q8BR71
216848	Q8K0T3
2541012	O74387
2541013	O74388
291556	F1LML0
291556	F1LPV0
291556	Q4KLM9
291556	Q6TUD1
2541011	O74825
2541017	O59704
2541014	P87171
2541015	Q7Z9I0
2541018	O43040
2541019	O59715
266830	Q95Y84
266830	Q9N583
1724717	P18094
11018	Q13445
1724713	P18098
266836	Q94148
11014	A0A024QZT7
11014	P33947
11015	A0A024R1R0
11015	O43731
11016	P17544
11017	A8K513
11017	Q8WVK2
11010	P48060
11011	B4DUC2
11011	J3QLK5
11011	Q86UE8
11012	A0A1R3UDR5
11012	Q9UBX7
8615	A0A024RDG1
8615	O60763
8614	O76061
8614	Q6FHC9
8611	A0A024QZS3
8611	A0A024QZU7
8611	O14494
8613	O14495
8612	O43688
17880	E9QPE7
17883	P13541
17882	G3UW82
17885	P13542
8618	F1T0E5
8618	Q9ULU8
17886	Q8VDD5
843236	A0A178WD79
843236	F4I0I7
843236	Q8LJW3
843233	Q9CAA4
2869685	A0A1U8QU35
2869685	Q5AVS2
834199	A0A178UT72
834199	Q67YN2
851336	P0CX84
851336	P0CX85
834197	Q9FHZ1
834196	A0A178U9X0
834196	Q9FHZ2
51032	P08218
51032	Q6ISP9
51030	J3QL63
51030	Q9NYZ1
51031	B3KV49
51031	B7Z403
51031	Q9HC38
51035	A0A024R539
51035	A0A024R598
51035	A0A087WTZ5
51035	B4DNC6
51035	Q04323
810703	Q8IIL5
124975	B4DKN3
124975	J3KPJ0
124975	Q6P531
124975	Q6ZPD7
22862	A0A024RDT9
22862	A0A024RDV5
22862	Q9Y2H6
2541687	Q09918
2541687	S6B6T7
810707	Q8IIL1
843925	F4I0R0
843925	Q94CH5
217718	Q69Z43
217718	Q8K1R7
834443	Q9XFD1
834442	A0A1P8BF90
834442	Q9FFH0
834445	Q9FFG9
834444	Q9FE67
834447	F4K8T6
834447	P98205
542291	B7ZYI0
542291	P49106
90871	Q96GE9
26664	A0A126GWU6
26664	O76099
253769	A2RRH5
500929	Q6P9V9
213417	Q91XA8
2542842	P21911
166979	Q86Y33
817775	A0A1P8B0Z8
817775	B3H6T0
817775	F4IST0
817775	F4IST1
817776	F4IST2
817776	Q8RWX2
427887	A0A1D5PC18
427887	P84247
810405	Q8IJF0
842549	Q9SXE5
3578	P15248
21888	Q3UY41
21888	Q62441
3645657	Q59SU6
348094	Q495B1
21881	P40142
21885	Q5SQA2
21885	Q5SQA3
21885	Q5SQA4
21885	Q62440
21885	Q6PFG2
348093	Q6ZRY4
56262	A0A024R892
56262	A8K1C7
56262	Q8IWT6
10827	A0A140VKG4
10827	B3KTE4
10827	B4DQT0
10827	E7ESJ7
10827	I6L9D5
10827	Q9NRY5
56260	A0A024R7W3
56260	Q96CB5
10825	A0A024R5N6
10825	Q9UQ49
823660	F4J5I5
823660	Q93V58
56267	B4DW13
56267	Q6YP21
56265	Q96SM3
56269	J7NNX4
56269	Q6NXR0
734233	Q1JV76
734231	Q50JE6
2543560	Q9US06
2543561	Q9URX2
2543562	Q10217
2543563	Q9US07
2543564	Q9URX3
2543565	Q92383
2543566	Q9P6M5
2543567	Q9URY1
2543569	Q9C0Y9
57136	Q9HDC9
57130	A0A024R7N2
57130	Q9HD20
57132	Q7LBR1
185322	Q20051
32917	Q9VWJ8
835714	A0A178UMN8
835714	A0A2H1ZE82
835714	Q9FKT3
835715	A0A178UD46
835715	A0A1P8BD15
835715	F4K6D3
835712	Q9FKT5
208144	Q6NZL1
167465	Q8N895
210297	Q3UMG5
16370	Q9Z0Y7
187872	G5ED05
35237	M9PBE1
35237	Q9VIV0
258751	E9Q564
216963	Q5F258
216963	Q68FF6
855860	P32383
389898	Q5JXB2
69654	Q3TPZ5
69654	Q99KJ8
850817	Q12288
309557	D3ZAY2
309557	D3ZAY7
309557	D3ZDT1
309557	D3ZM69
855866	P08417
843160	Q9C9G6
855867	Q08977
43583	A0A0B4KHE7
43583	Q9VAA2
850812	Q12303
843521	A0A178WK96
843521	A0A1P8AR95
843521	Q94AH3
816896	O64837
70603	Q762C9
70603	Q762D1
70603	Q99P21
816897	O64836
810205	Q8IJZ3
269682	A0A0R4J1H6
269682	E9QP99
269682	P55937
810201	Q8IJZ7
843525	A0A178WAG5
843525	F4IBM1
843525	Q9C8W8
56886	Q9NYU2
56884	Q8N475
855869	Q00776
1829	Q14126
1828	Q02413
2541354	Q9C0V4
1825	Q14574
1824	Q02487
1827	B7Z1F0
1827	E9PDJ2
1827	P53805
1827	Q6FGP2
1827	Q6ZMM3
1827	V9GYW9
1826	O60469
1821	A0A024RCH3
1821	Q13474
1820	Q99856
1823	Q08554
1823	Q9HB00
1822	P54259
1822	Q86V38
843528	A0A178WGE0
843528	Q9C8W5
81030	Q9H171
81037	Q96KA5
192670	Q9HCK5
81035	Q5KU26
81034	A0A024R9D0
81034	B4DUQ5
81034	Q9H2D1
414084	Q3SXA6
31196	Q9W511
44409	E2QD75
44409	Q7K4N3
851868	Q05611
851869	P87284
851866	Q05610
353145	Q5T5B0
851865	Q05584
851862	P38995
2541890	Q09793
851860	Q05583
851861	P04803
68015	Q9CQN1
2541891	Q92341
68011	P62309
443754	A0A1L8HRB0
443754	Q6GR42
767602	Q32PG1
2541896	O13957
443758	Q6GR38
5729212	A8JI83
190741	Q9U1R0
380714	Q768S4
380713	Q5ND28
380713	Q68EF1
2938	A0A140VJK4
2938	B7Z1F9
2938	P08263
116028	Q96E14
445347	A2JGV3
445347	Q0VGM3
827099	A0A178UWW9
827099	Q6NML5
841162	A0A1P8AUJ9
841162	Q9SX83
841163	F4HTA0
841163	Q42330
36903	A1ZAM0
36905	A0A0B4LFM0
36905	P41044
841167	P0C7R1
841164	F4HTA1
841164	Q9SX85
2937	P48637
2937	V9HWJ1
841169	F4HV16
841169	Q8GRX1
447279	A0A1L8ESZ1
447279	Q68FI1
54657	P22310
2541899	Q10362
108079	Q8BRK8
291948	P70580
853276	P46996
54658	P22309
54658	Q5DT03
108072	A7MD55
108072	Q5NCH9
108072	Q8CFQ7
108073	G5E8D5
108073	Q68ED2
3310	B3KSM6
3310	P17066
3313	P38646
3312	P11142
3312	Q53HF2
3312	V9HW22
3315	P04792
3315	V9HW43
3316	A8KAH6
3316	Q16082
814021	Q8IEN7
186085	O44820
43026	Q9VBW3
34283	Q7KTG2
24147	Q86VR8
375775	Q6ZV29
222236	Q6IQ20
222235	Q8N1P0
222235	Q8NEE6
222234	Q8N0U4
841786	Q9C5C0
841787	Q9C8L2
18582	O55057
18582	Q3TDQ8
4024971	P92541
850409	P23255
170739	O54852
850405	P25300
850403	P25360
850402	P25332
850401	P25359
850400	P25358
216439	Q3UHD9
112970	Q96EK9
560283	Q5RH62
14601	P16043
14601	Q544X5
29392	P56819
29393	P02454
631	B7Z999
631	B7ZAD2
631	Q12934
632	P02818
633	B4DNL4
633	P21810
634	P13688
634	Q3KRG8
635	Q93088
635	V9HWA4
636	A8MVZ6
636	Q96G01
637	A8ASI8
637	B2ZP79
637	B3KT21
637	P55957
638	A0A024R4X6
638	Q13323
639	B4DW27
639	O75626
639	Q5T4E8
812111	Q8IKS3
23135	O15054
23132	B3KV54
23132	Q9Y4B4
23133	O95327
23133	Q9UPP1
23130	Q2TAZ0
23131	Q9UKJ3
196374	Q8N1N4
446588	P02281
72198	Q9CZU3
72199	Q9D071
109305	A3KCG1
109305	Q8BWG9
20182	P28704
20182	Q3TWJ1
20182	Q8VCR0
854721	P40501
72194	Q9CZV8
73825	Q3TDD9
38668	M9NF21
38668	M9PBR6
38668	Q8I0D5
38668	Q8I934
38668	Q8I935
38668	Q9VRR4
25998	B7ZLE0
25998	E7EPI0
25998	Q9P2D0
73826	Q3UDD3
73826	Q8BG81
25996	Q9Y3B8
25994	A0A024R2M9
25994	Q9Y241
2539668	P48003
2541975	Q09822
79117	P84083
2542362	Q9US27
819692	A0A178VBA1
819692	Q8GWB3
2541970	O13917
2541972	P40231
31157	O46094
31156	Q9W541
31155	Q9W543
31154	M9PG98
31154	Q7JUF8
31153	Q9W542
31152	Q9W545
31151	M9PGG4
31151	P18824
31150	Q9W547
91947	A0A024RC80
91947	A8K2F6
91947	Q8NCT1
79414	Q9BTN0
3868	P08779
91942	A0A0S2Z5U1
91942	Q8N183
79413	Q9BTP6
79411	A0A024R439
79411	A0A140VJK0
79411	B4DTH1
79411	Q6UWU2
3861	P02533
3860	A1A4E9
3860	P13646
3866	B3KVF5
3866	P19012
91949	A0A0S2Z652
91949	P83436
32751	Q9VX25
32751	X2JFX0
326138	Q8IN19
855578	P53907
38660	M9PEQ7
38660	Q9VRQ6
2542368	Q9US24
855574	P53904
855575	P53905
326131	Q7JQ02
855577	P34166
855570	P53901
855571	P17890
326135	Q8MSB1
855573	P53903
224170	E9QNZ2
224170	Q7TPV2
224171	Q8BWY9
107338	Q6DFZ1
9942	O75191
35238	B7YZX0
35238	Q058W1
35238	Q8INW2
35238	Q9VIU9
9221789	C0H484
843847	A0A178WHU1
843847	Q9C9Q4
50022	F3YDH1
50022	Q9VG58
180032	O17955
187026	F5GUI2
187026	O45660
245522	Q05BE0
245522	Q68FG0
13039	P06797
13039	Q543M3
55218	A8K948
55218	Q86TX3
55218	Q9NVH0
55219	Q8N5G2
838993	A0A178W1L5
838993	F4I7M5
838993	Q9ZUB3
55213	B3KR20
55213	Q8NDN9
55210	Q9NVI7
55211	Q7L190
838997	A0A178WC08
838997	O81127
55217	Q9NVH6
55214	Q8IVL5
55215	B3KNW8
55215	Q9NVI1
13035	P28293
13035	Q059V7
444140	Q6GPA4
51097	Q8NBX0
100705	E9Q4Z2
100705	Q3UHC8
100705	Q9ESZ3
4512	P00395
4512	U5YWV7
4513	P00403
4513	U5Z487
24642	P25113
24644	P16617
2542928	Q9P7F8
15384	Q20BD0
15384	Q544Z3
15384	Q99020
22773	Q62521
22772	F8VPV3
816142	A0A178VLY4
816142	Q0WVF5
22779	A0A087WNY4
22779	P81183
22778	G5E8H3
22778	Q3UQ33
22778	Q5SWT9
22778	Q5SWU0
22778	Q8C5P6
22778	Q8C9X3
18054	O08692
852719	P38622
4514	P00414
4514	Q7GIM7
843370	O64602
852715	P53108
38942	Q24317
38941	Q9VSH8
856381	P38750
184647	Q19569
852710	P15315
852713	P32863
38944	Q9VSI1
31849	Q24319
31848	C0HL66
31848	C0HL67
817892	O22781
856009	Q02890
856008	P62651
817897	F4IVT2
817897	O22785
817896	O22784
856005	Q02888
31840	M9PGQ6
31840	P39736
31843	M9PH27
31843	Q9GNL3
31842	Q7KVR7
31842	Q7KVR8
31842	Q86B59
31842	Q9W388
856001	Q02883
856000	P15179
856002	Q02884
32637	Q9VXD9
32637	X2JC86
31782	Q9W3F1
32635	E2QD65
32635	P39018
51776	D4Q8H0
51776	Q9NYL2
32632	Q9VXE4
51773	Q05DG0
51773	Q96T23
32630	A8JV18
32630	Q9VXE6
264895	Q8VCW8
51778	Q9NPC6
32639	Q9VXD6
32638	Q9VXD7
38491	A8JNK1
38491	F2FB68
38491	M9PBN6
38491	M9PE93
38491	M9PEK8
38491	M9PHB1
38491	Q8IRB9
38491	Q8IRC0
38491	Q8IRC1
38491	Q9I7T2
38491	Q9VZI0
38490	M9PE30
38490	Q9VZI1
38493	M9PEL1
38493	Q07327
38492	P53034
38495	P61855
38494	P04388
56742	Q9D0P7
38499	Q9VZH2
397028	O02705
56749	O35435
2542318	Q09819
11641	O54931
11641	Q8C9L6
377047	Q7RTY3
224824	Q99LC9
224826	Q3UPU3
224826	Q6WKZ8
339804	A8MZ97
339804	C9JBF1
2542310	O13742
2542311	P87297
2542313	P79005
186869	Q3LRZ3
3565871	Q20024
2542316	Q09816
74094	I7H459
74094	Q9DCD5
11642	O88987
9427	O95672
140706	Q9NUG4
140707	Q8WY22
181079	Q9GYM9
104174	Q91W43
5289	A8MYT4
5289	B4DPV9
5289	Q8NEB9
1466418	Q3E771
307774	F1M7Q7
854990	Q03730
817235	O81013
817236	Q9SM27
817231	A0A178VXV9
817231	Q1EBV7
511298	Q05B69
1401	P02741
653689	G9J6Q5
653689	P0CG30
653689	Q6ICJ4
817239	Q8GWP3
74322	Q541B1
74322	Q9CWW7
74320	D3YX80
74320	Q8K1G7
74320	Q8K4P0
74320	Q9D1P6
74326	F7B5B5
74326	Q3U8W9
74326	Q3UKV5
74326	Q3UZI0
74326	Q8VHM5
74325	Q3TJ95
74325	Q3TWZ9
74325	Q6IRU5
146705	A0A1B0GV70
146705	Q96N21
854717	P40498
854716	P40497
854715	P40496
854714	P40495
854713	P40494
854711	P40493
854710	P40492
42960	Q9VC31
42961	Q8SXV1
42961	Q9VC30
42962	Q9VC29
42963	Q9VC28
42964	A0A0B4KHG2
42964	E1JIV8
42964	Q7KS07
42964	Q9VC27
1466413	P0CF00
854719	P40500
854718	P40499
850876	Q06252
850877	P10659
850874	Q06251
850875	P14306
850872	P33322
850873	P48743
850870	Q06247
850871	P41939
41433	Q8SXC2
41432	A0A0B4KFT0
41432	Q94514
41431	Q8INJ6
41431	Q9VGH5
41437	Q7KSN8
41437	Q9VGG9
41436	Q9VGH0
850878	Q06263
850879	P09959
39720	D8FT42
39720	F0JAK1
39720	Q95T12
39721	Q9VUU3
2543045	Q09874
2543044	P79065
2543043	Q10187
2543042	Q9UT08
39726	Q9VUU8
2543040	P41878
1466416	Q3E811
83962	P58544
832377	Q8VYP8
2543048	P47946
71310	Q3UYK3
31580	P40688
836730	Q9FKY2
836733	A0A1R7T390
836733	A0A1R7T391
836733	Q8S2T0
836734	F4JZ17
836734	Q39129
298317	A0A0G2K8F7
298317	Q6AXR9
1466460	Q3E772
1466461	Q8TGT8
1466462	Q8TGT7
1466463	Q3E786
1466464	Q3E801
1466465	Q3E7A3
1466466	Q3E828
1466467	Q8TGT3
1466468	Q3E737
33147	Q9VR70
33144	Q9VR69
100857997	A0A1D5PRR9
33142	Q9VR64
33143	Q9VR65
33140	Q9VR62
33141	M9PJS6
33141	Q9VR60
33141	Q9VR63
831960	A0A1P8BG97
831960	B4F7N8
831960	B4F7Q4
831960	F4JWN4
831963	P61827
283659	Q2VWP7
824086	A0A178VBM0
824086	Q94A79
839278	A0A178W6L5
839278	F4HQJ3
839278	Q9MAL9
270097	Q80TB8
817144	A0A1P8AXJ3
817144	A0A1P8AXL6
817144	F4ITL1
817144	Q8H1M0
7018	A0PJA6
7018	P02787
7018	Q06AH7
7019	E5KSU5
7019	Q00059
7016	Q15569
7016	Q8NFJ4
829344	Q94A05
829344	W8Q6I0
7014	Q15554
7015	O14746
7013	P54274
7010	Q02763
7010	Q59HG2
7011	G3V5X7
7011	Q99973
37716	Q9W1P7
18693	E9PUZ5
18693	Q8C1W2
37713	Q9W1Q0
37711	P81923
730	P10643
730	Q05CI3
180852	Q23192
116228	B3KM21
116228	Q5RI15
29785	Q96SQ9
37719	Q9W1P1
84612	Q9BYG5
84614	B7Z7Z4
84614	Q5TC79
84617	B3KS31
84617	B4E386
84617	K7EJ64
84617	Q9BUF5
84618	Q9BXI3
735	P02748
753	A8K6A9
753	O15165
752	O95466
757	P56557
29781	Q6IBW4
755	O43822
754	B4DPZ0
754	P53801
40345	M9NDE9
40345	P45447
759	P00915
759	V9HWE3
758	O15442
20615	Q9Z266
353172	Q9CZD3
47873	A0A0B4LGG1
47873	Q9W1I2
837065	Q9SYK1
47874	Q9W4X9
47877	A0A0B4LGZ3
47877	C8VV30
47877	P36872
837061	A0A178WCQ9
837061	Q8LC91
47878	C6SUU8
47878	M9MRP5
47878	M9MS04
47878	M9MSK2
47878	P48593
212127	Q5PRE5
837068	Q8LAC4
837069	A0A1P8AU01
837069	Q9SYK4
440093	Q6NXT2
233887	Q3US17
814154	Q8IDZ2
171494	B2RYN6
811300	Q8I5G0
40474	M9PG85
40474	Q9VNT6
843037	A0A178WGE5
843037	Q84TD8
822282	A0A1I9LRZ2
822282	F4JDN8
822283	A0A178VJY5
822283	Q9LSE4
814159	Q8IDY7
822285	A0A1I9LNI8
822285	A0A1I9LNI9
822285	A0A1I9LNJ3
822285	Q9LSE3
822287	A0A0D5MF12
822287	A0A178VDZ0
822287	A0A1I9LRH4
822287	Q9LSE2
18035	Q9Z1E3
18034	Q3UG25
18034	Q3UV15
18034	Q9WTK5
18036	Q60778
5457	Q01851
18033	P25799
856828	P40061
856827	P40060
856825	P05694
856824	P00899
856823	P39966
856822	P40059
856821	P52870
856820	P39965
208922	A0A0R4J102
208922	D3Z1R6
208922	Q7TN99
42953	Q7KS11
230027	Q8BMS4
136991	Q8WWH4
398248	Q8UVQ4
72831	A0A0G2JGL8
72831	Q99PU8
38131	M9PDL4
38131	M9PE53
38131	Q9W0J2
38136	Q9W0I7
38137	M9MRM4
38137	Q9W0I6
38134	Q9W0I9
38135	P46863
834607	Q9SCY2
31457	C7LA87
31457	Q9W4C5
843788	A0A178W817
843788	Q9CA67
834602	A0A178UQ20
834602	F4KEK8
834602	Q8RWF0
31450	Q9W4D1
31450	X2JCL3
31451	Q9Y095
5740131	A0A0B4KGM4
5740131	A0A0B4KH30
5740131	A0A0C4DHA9
5740131	A8JR00
5740131	A8JR01
5740131	A8JR02
5740131	A8JR03
31458	Q9W4C3
31459	Q7KVW1
31459	Q9W4C4
5734	A0PJF5
5734	P35408
814024	Q8IEN2
5731	P34995
830772	A0A178UPZ6
830772	Q9C5A5
11319	O95905
830770	A0A178UQU4
830770	P83483
830770	P83484
11317	Q5QPV1
11317	Q9UBG7
11316	M0QXB4
11316	O14579
11315	Q99497
11315	V9HWC2
11314	J3QKQ4
11314	Q9UGN4
11313	A0A140VJC9
11313	O95372
5738	Q9P2B2
830779	A0A178URJ7
830779	Q9C598
825880	A0A178V0T6
825880	A0A178V185
825880	F4JGM3
825880	Q3EAA5
838562	Q39239
838563	A0A178WN09
838563	Q9FXH3
838564	A0A1P8ANN6
838564	F4HQX6
838565	A0A178WHV5
838565	Q9FXH5
19122	P04925
19122	Q3UG89
19122	Q4FJQ7
823733	Q6IDC0
686883	Q5XI01
19126	A0A0G2JDH9
19126	A0A0G2JE50
19126	A0A0R4J0B0
19126	G3X9J8
19126	G5E8G5
19126	O54990
19126	Q8CDK8
19126	Q8R056
19127	P97458
183000	P34345
183007	O17615
425972	F1NLP2
425972	Q5ZLT4
378708	Q8N2Z9
842783	A0A178WIW0
842783	F4I886
842783	Q2PDG5
842783	Q9XIR8
812651	O96153
47121	Q7JVY2
842780	Q9XIR9
364878	Q5XIE5
842786	Q9ZPJ8
812656	O96157
825775	A0A1P8B5W9
825775	Q1PEB9
825775	Q9XEC3
15205	P35428
15205	Q3UZZ2
15204	Q4U2R1
173382	O17209
173383	O17066
173384	O17071
173389	A0A0K3ARH7
173389	P91079
15209	Q61658
177890	Q22495
39264	Q8SX06
39267	Q9XZ12
39266	Q9VTH1
832035	A0A178UA58
832035	Q94AF2
177895	Q21215
177896	P54815
39262	A4V1U5
39262	M9NE76
39262	Q9VTG7
819684	A0A178V9T3
819684	Q8RXX9
819685	A0A1I9LSV8
819685	Q9MA98
39269	Q9VTH3
39269	X2JCB2
819683	A0A178VG19
819683	Q8W0Z7
819680	A0A1I9LTG5
819680	B9DGB5
819680	F4J661
819680	Q94AF9
2538962	O59833
2538963	O74547
2538960	Q9Y7S2
2538961	O74501
2538966	O74860
2538967	O74876
2538964	O74499
2538965	O94490
284656	Q4G0R4
284656	Q5JZY3
284656	Q8N289
2538969	Q7LL00
80728	B3KS00
80728	B4DK23
80728	Q6PJQ0
80728	Q9C0H5
42510	Q9VDD7
838384	A0A178WHV0
838384	Q9LMT0
42512	Q9VDD5
42515	A1A703
42515	Q0KI34
42515	Q7JQX9
42515	Q8I0A1
42515	Q8SXT8
42515	Q9VDD2
42514	A0A0B4KGL9
42514	Q9VDD3
42517	Q9VDD0
42516	Q9VDD1
80720	Q99NE9
816680	Q9SJT7
16574	P28738
84626	A0A0C4DH65
84626	A5PL33
16572	P33175
16572	Q3US62
80725	Q9C0H9
80726	A0JP07
80726	Q9H0B3
80727	A0A024R816
80727	Q8WYU9
80727	Q9C0H2
85025	Q9H2L4
173652	G5EDW7
173653	Q9TYM3
12661	P70232
84019	A1L122
59054	Q9D0G0
154796	Q4VCS5
154790	P0C7M8
154791	Q96HJ9
832607	Q708Y0
2540418	Q9P6S2
841580	A0A178W9S1
841580	Q9C8K7
6701	P35325
177761	C6KRJ5
177761	O01255
177761	Q565B4
177764	B3GWB9
177764	L8E6W6
177764	L8E917
177764	O01258
841581	A0A178WDI8
841581	Q9C8K8
83932	A0A024R3U2
83932	Q9H040
833957	Q9FKA0
833954	F4KEH2
833954	Q9FKA4
83933	Q969S8
833953	A0A2H1ZE89
833953	Q8L7C5
19878	F8VPK5
19878	P70336
19878	Q3TR46
19876	G5E843
19876	O89026
19876	Q3UQ03
19876	Q3UXH3
19877	P70335
19877	Q3UE22
31024	M9PG53
31024	Q9W5D4
245949	Q8UVJ6
829087	Q94K18
856809	P40049
818797	A0A178VPX8
818797	A0A1P8B1R2
818797	P93749
824556	A0A178VG46
824556	Q9M337
829089	Q9SU83
818794	P93751
83939	F8WAE5
83939	Q9BY44
839389	A0A178WER1
839389	Q9SRY3
824554	A0A178VLH7
824554	Q9M339
821259	A0A178VFA5
821259	Q38997
821256	A0A178VG76
821256	A0A178VI02
821256	A0A1I9LMP8
821256	Q9M8R6
64175	Q32P28
824555	A0A178V926
824555	A0A1I9LME6
824555	Q9M338
55034	Q96EN8
64170	A0A024R8F1
64170	Q9H257
80184	O15078
80184	Q05BJ6
80185	E5RIH5
80185	Q6NXR4
2540265	O59732
80183	A0A0A0MRV7
80183	B7ZBN5
80183	Q9H714
2940	Q16772
2940	Q5JW85
176383	Q21898
176381	P34547
176380	P34545
176386	P34648
176385	P34647
