yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF65D	Entry
841588	Q0WPA5
39430	M9PCB7
39430	M9PF14
39430	M9PF20
39430	M9PFB2
39430	M9PFF9
39430	M9PFG3
39430	M9PI44
39430	Q9VTZ0
39431	Q9VTZ1
39432	Q9VTZ2
39433	F3YDB2
39433	P41375
39434	Q9VTZ4
39435	Q9VTZ5
39436	Q9VTZ6
39437	Q9VTZ7
9014	Q53T94
226641	F6VAN0
226646	Q91WD5
853810	P35731
25603	F1LMW7
9016	B4DMK1
9016	F6SL11
9016	O95258
47408	A0A0B4KF05
47408	Q9V359
189978	Q9XX03
68365	Q50HX4
68365	Q91V41
74108	A0A0R4J0P6
74108	Q8VDG3
55079	A0A140VKG3
55079	Q8TBJ5
396426	P08070
836653	A0A1P8BCM9
836653	Q9FJN7
25600	A0A0G2JW60
25600	G3V7L1
25600	O55147
853816	P35736
183434	Q18603
144406	Q8TBY9
856434	P38694
851427	P10622
851424	Q12018
851425	Q12122
851422	P0CX86
851422	P0CX87
856431	P38770
856432	P07275
851421	P23594
2543106	O14450
35898	A1Z7L5
35898	A1Z7L6
35899	Q7K036
856438	P16603
856439	P38773
851428	Q07555
851429	Q99385
50938	G3V7K7
50938	O35158
815415	A0A178U732
815415	F4INF9
815415	O80786
53602	P62748
7920	A0A1U9X777
7920	B3KNX9
7920	O95870
815411	Q8S8J1
834163	A0A178UMU2
834163	Q9FFR9
108123	Q9CWZ7
836871	O65351
834160	A0A178UGV0
834160	F4JYG0
839984	A0A1P8ASM0
839984	Q9C5G0
841372	Q9XIB5
440955	A2RUT3
268445	Q5F259
239719	G3X8R8
239719	P59759
239719	Q5DTZ3
239719	Q8R2L3
234549	Q8BQM4
57559	Q96FJ0
268448	Q3U2C9
268448	Q5SPL2
268449	P62751
268449	Q5M9M5
9138	A0A024R0R1
9138	Q92888
9840	A0A024RB00
9840	A0A024RB73
9840	A2RU30
825494	Q9M1X0
825495	Q93ZQ3
825496	Q8LGS1
825497	A0A178VKL5
825497	Q9M1W7
317928	Q8SYJ2
836878	Q9FN11
447636	Q642N9
825493	A8MRY5
825493	F4J0W8
317924	Q8IQV2
233726	Q9EPL8
361712	B2RYC4
361712	F7FG68
50932	G3X9G2
50932	Q5SXG3
50932	Q7TT13
50932	Q9JM52
317922	Q8MSL7
287367	Q68FW9
53600	Q9CXU4
50933	Q8BWQ9
50933	Q9JKB1
34147	Q9VLN8
34145	Q9VLP0
34144	Q9VLP1
180740	Q95QD1
34141	Q8MSA8
34141	Q9VLP4
34140	Q9VLP5
7464	A0A024R150
7464	A8K9S3
7464	Q92828
34149	Q03334
34149	X2J950
34148	Q9VLN6
839248	A0A178W9C6
839248	O23680
180167	Q9GRZ9
35234	Q9VIV3
35235	M9PDF2
35235	Q9VIV2
35232	Q9VIV5
172799	G5EDE8
35230	Q7KT36
35231	Q9VIV6
172794	G5EET2
839241	A0A178W6J6
839241	A0A178W722
839241	F4HVW0
839241	Q94JU3
839244	A0A1P8ARB7
839244	F4HVV6
839244	F4HVV7
838667	A0A178WF12
838667	A0A1P8ASF3
838667	Q9LM77
180168	Q9GS00
35239	Q9VIU8
185103	O16208
188757	Q22685
2538869	O74541
2538868	Q9USN7
2538867	O94712
12385	P26231
12385	Q545R0
2538861	O94418
2538860	P79051
727897	Q9HC84
55344	Q9NUJ7
379759	Q7ZWW5
43875	Q7KT06
501110	Q6AXY0
831066	Q29PZ1
43873	A4V488
43873	Q07152
43872	Q868Z9
128876	Q9BQN1
837515	P52420
831060	F4JZD5
831060	Q9LYI6
65098	Q9DCH6
6794	A0A0S2Z4D1
6794	Q15831
6795	Q9UQB9
6792	O76039
6793	O94804
6790	O14965
315903	D3ZAI0
315903	D4A4B4
286097	Q86XE3
6799	E9PKW4
6799	P50226
855428	P53829
855429	P32074
177317	Q20298
855422	P48565
855423	P48566
855420	P48563
177318	Q9BI89
855426	P38629
855427	P24867
855424	P48567
855425	P41821
853114	P42935
828222	Q8L7K9
853116	P13259
853117	P42937
853110	P46949
853111	P46950
853112	P46951
853113	P42934
853118	P07245
853119	P42938
233833	Q3UHK8
613226	P31662
822004	Q8VZ08
182456	O62055
182458	Q17862
947055	P21507
6769	B4DR96
6769	B4DZ13
6769	E9PEA7
6769	Q8WUK8
6769	Q99469
5008312	A0A178UQH1
5008312	A0A1P8BFN2
5008312	A0A1P8BFR7
5008312	Q00IB6
1489079	A0A0H4CQU3
1489079	A0A160CE21
1489079	A0A1U8QXA6
1489079	P03129
1489079	Q547B8
1489079	Q778G4
1489079	Q778G6
1489079	Q778G8
1489079	Q778G9
1489079	Q778H1
1489079	Q778H2
1489079	Q778H7
1489079	Q778H9
1489079	Q778I0
1489079	Q778I1
1489079	Q778I3
1489079	Q778I5
1489079	Q77AI1
1489079	Q77GV7
614967	Q5E9D1
836222	Q9FNR3
396270	F1NBT9
396270	F1NSZ1
396270	P53352
836227	F4K1Z5
836227	Q8RX28
69051	Q3TMZ1
69051	Q922Q4
836228	Q8LRK8
16833	P00342
16833	Q548Z6
378807	Q7RTX7
2539095	Q09887
2539094	O74999
2539097	O74915
2539096	O74534
2539093	O74960
2539092	O94708
51156	A0A024R6I6
51156	G3V2W1
51156	Q9UK55
255101	B4DYZ8
255101	B4DZ05
255101	Q49A14
255101	Q6ZU64
2539099	Q12704
2539098	Q9P7I8
255104	Q5TGY1
1212	A0A024R7S3
1212	B4DTF9
1212	P09497
83701	Q99MR6
829370	A0A178V2N4
829370	A0A1P8B7D0
829370	A0A1P8B7D1
829370	A0A1P8B7D4
829370	A0A1P8B7D7
829370	A0A1P8B7D9
829370	A0A1P8B7E6
829370	A0A1P8B7G1
829370	Q8W3L1
79587	B7Z7E6
79587	Q9HA77
2655100	Q8IBV5
2655101	Q8IBV2
310544	D3ZAG3
843216	A0A178WNP0
843216	P82280
35061	Q9VJC6
2655106	Q8IBU4
820206	F4J3R7
820206	Q9CAE6
820207	A0A178V5Y1
820207	Q9CAE7
133690	Q8WWF8
820202	A0A1I9LNW6
820202	A0A1I9LNW7
820202	Q9CAE3
827251	A0A1P8B8V9
827251	Q8GY51
820200	A0A178VBU2
820200	Q96305
820201	A0A178VA38
820201	A0A1I9LSY6
820201	Q93YU5
854465	P22082
42838	Q9VCF1
854466	Q12697
854461	Q12481
854460	Q08742
854463	Q12012
854462	Q12404
42832	A0A0C4DHE7
42832	P54385
42832	Q8IMY1
42833	Q9VCF6
42830	A0A0B4KGR4
42830	Q7KS38
42831	Q9VCF8
42836	A0A0B4K716
42836	A0A0B4KHZ4
42836	A8JR94
42836	Q7KS34
42836	Q7KS35
42836	Q86PB4
42836	Q9VCF2
854468	Q08745
42834	P28668
42835	A0A0B4KHB7
42835	B8A403
42835	Q9VCF4
38503	Q9VZG7
38502	B6IDT8
38502	Q9VZG9
38501	Q4V5U6
38500	Q9V3A6
839933	Q9S9P6
839933	W8PVA4
38505	M9MRV7
38505	M9NE09
38505	Q9VZG5
38504	P48613
823953	A0A178VJA2
823953	Q84MC3
170930	P61957
38508	Q9VZG2
170936	F8VQL6
823956	Q9SU64
823955	Q9SU63
839939	A0A178WLR0
839939	A0A1P8APA8
839939	F4I6D6
151556	A0A087WXK4
151556	Q49AJ5
151556	Q7Z3F1
2541708	Q09723
2541709	O14128
84113	Q91VU8
2541700	Q10327
2541701	P32825
2541706	P78954
2541707	Q09855
2541704	Q9UTN9
327684	Q9TTR8
98	A0A140VJD7
98	P14621
98	U3KQL2
324554	Q6DRG6
837574	A0A178W616
837574	Q9SY77
837575	Q9FUS9
818157	Q9SJ66
818156	A0A178VNL2
818156	B9DGK2
818156	Q9SJ67
91	P36896
90	D3DPA4
90	Q04771
93	Q13705
92	P27037
95	Q03154
95	V9HWA0
94	A0A0S2Z310
94	P37023
97	G3V2U7
97	P07311
147912	Q8N196
24718	P58751
246221	Q99J99
36156	A0A0B4KEI8
36156	Q7JQY8
36157	Q7JR24
36154	A1Z8D4
36154	A1Z8D5
36154	A1Z8D6
36150	A1Z8D0
36158	Q7JW60
36159	Q7JZK1
18703	O70570
33507	O76460
18701	O09101
33505	M9ND16
33505	M9PEB2
33505	Q7KU24
33502	Q8IPZ5
33502	Q9VQJ6
33503	Q9VQJ7
108829	A0A0A0MQ98
108829	G3UZM1
108829	Q69ZK6
33501	P23257
843319	Q94A41
71750	E9Q9D6
71750	Q148X5
71750	Q80TM6
18709	O08908
18708	P26450
18708	Q3TP23
18708	Q80UI5
18708	Q8C7P2
33509	Q9VQK1
41565	Q9VG38
41567	Q9VG36
41566	P45889
41800	Q9VFF0
17829	A0A0R4J0H1
17829	Q02496
41562	Q9GYU8
17827	F7C846
17827	Q8R5C0
7569	P17025
300813	D4A9T1
41569	Q8T6I0
41569	Q8T8W3
810664	Q8IIQ3
129450	A2RUC4
83619	O54968
83618	O54963
133522	B7ZM40
133522	Q86YN6
29817	E9Q5D9
29817	F8WH23
29817	Q61581
83610	O35431
83613	P19527
83612	O35458
29813	Q8VD12
83614	O70260
29811	Q9QYG0
29810	Q9JLV1
2542857	Q9UTL8
416018	P23824
3439	L0N195
3439	P01562
2542855	Q9UQW9
175886	P46975
296554	Q6P9T8
318949	Q8T415
2542851	Q10269
257236	Q2M329
2543227	Q9C0X6
318947	Q8INX1
7188	O00463
178450	Q9NAM2
178452	H8ESF5
178452	Q2HQL4
178452	Q9U307
178455	O18259
174138	P80361
100009394	A0A0M6L0R4
100009394	Q28632
178459	Q9NAE4
7181	H9NIM2
7181	H9NIM3
7181	P13056
7182	F2YGU2
7182	P49116
7184	P14625
7184	V9HWP2
7185	Q13077
7186	A0A024R8H5
7186	Q12933
7187	A6NHG8
7187	Q13114
259546	O45781
27023	Q99853
69253	Q6P3C8
69253	Q99PR8
811636	Q8IM37
842875	Q9SHZ0
79849	B0YJ61
79849	Q86UT5
842876	A0A178WM46
842876	O04482
842873	A0A178WIA0
842873	O04479
8019	A0A024R8H6
8019	B4DS09
8019	Q15059
813021	Q8I3Q5
67437	Q4FK79
67437	Q9DCF9
2542858	P30597
8013	A0A024R168
8013	Q92570
7456	A0A140VJZ9
7456	O43516
7456	Q2YDC4
855901	Q08955
7454	A0A024QYX8
7454	P42768
44936	A0A0B4KHV1
44936	Q7YU18
44936	Q9VD60
7453	A0A024R6K8
7453	P23381
7450	P04275
855900	Q08956
123036	Q8N9U0
855903	Q12213
7458	Q15056
813025	P50250
2543102	Q92363
834173	A0A178UE87
834173	B9DFD0
834173	P35131
2034	B3KW07
2034	Q99814
4848	A0A024RBD8
4848	B2RDX7
4848	B3KTL6
4848	F8VV52
4848	Q9NZN8
361838	D4ABK7
110637	Q8BMF5
65080	A0A024R473
65080	Q9H9J2
838651	A0A1P8AWR0
838651	A0A1P8AWT7
838651	B9DG18
838651	F4HUL6
838651	Q2V4M4
838651	Q42547
65082	Q96AX1
65083	Q9H6R4
65084	Q86UB9
162515	Q8NCK7
508448	Q3SZ81
838658	O49596
838659	A0A178W6Y6
838659	A0A1P8ATG5
838659	A0A1P8ATJ7
838659	A0A2H1ZEC3
838659	P93047
2030	Q99808
286936	A0A096MK76
286936	Q9QZC4
10884	Q9NP92
10885	Q5TDG3
10885	Q9UNX4
829346	O49378
829347	A0A178UUA1
829347	O49377
829347	Q0WWE7
2539873	O60073
10881	A0A140VK03
10881	Q9Y615
10882	O75973
2539870	O74743
214791	A7DTG3
2539879	Q9P7W3
2655485	Q8IB67
180481	Q18909
2655486	Q8IB63
244813	Q810B3
13605	Q07139
154865	A0A024R771
154865	Q8NA54
361181	B2RYJ3
192176	B7FAU9
192176	Q8BTM8
2039	Q08495
81537	Q9BX95
180485	P53585
4843	P35228
13609	O08530
2312	P20930
2543101	Q9UT96
81533	B4DXC2
81533	F5GXC5
81533	Q8TB96
257240	Q8N239
834789	A0A178UJL8
834789	Q8RXM5
856559	P38850
4341266	P40393
2309	O43524
2308	Q12778
843478	Q8GXD6
843479	Q0V7W1
843479	Q9C9H5
834791	A0A178UR78
834791	Q93YQ3
13619	Q3TJ47
13619	Q3V116
13619	Q64028
13619	Q7TT35
81502	A0A0C4DGU3
81502	A0A0S2Z5V7
81502	Q8TCT9
2303	Q99958
427820	Q5F3W6
2305	A0A0D9SFF0
2305	A8K591
2305	Q08050
2305	Q53Y49
2307	O43638
81504	P62994
830085	A0A178V1G2
830085	Q9T035
44522	M9PC46
44522	Q9VQ08
292732	A0A0G2K9C5
292732	A1L1I3
292732	Q3MUI2
830081	A0A178UXD0
830081	F4JVB8
830080	Q9T031
830083	A0A1P8B6S7
830083	A0A1P8B6T4
830083	F4JVC4
830083	Q9T033
830082	A0A178UVJ6
830082	B9DFJ8
830082	F4JVB9
830082	F4JVC0
830082	F4JVC1
830082	Q03251
842162	F4I9N7
842162	Q9FVS6
11283	P98187
11282	Q9UQ53
11285	B3KMT1
11285	Q9UBV7
11284	Q96T60
161829	Q8NHP7
2543107	P87121
1724714	P18099
161823	A0A024R9S2
161823	Q6DHV7
56829	C9J6P4
56829	Q7Z2W4
820122	A0A178V9F2
820122	Q9SF38
414061	Q8WWF6
74499	B2RQA5
74499	Q99P68
74498	Q3TCN5
74498	Q91X51
832797	P46416
832796	Q3E912
820120	A0A178VDX8
820120	Q2V3X4
820120	Q9SF40
7481	O96014
832791	F4K498
832790	A0A178UKX0
832790	Q940G6
11757	P20108
11754	O70423
115098	A0A024R7M8
115098	Q96CT7
40297	Q9Y1P6
43688	A0A0B4LHZ4
43688	Q0KHY3
43689	Q9VA02
43689	T2FGC6
8674114	A8WH76
43687	C9QP92
43687	P40794
117514	Q5M7W1
1724712	P18097
43682	Q9VA09
43683	Q7KRT4
43683	Q9VA06
43681	Q9VA10
16392	A2RSV5
16392	P61372
16392	Q8BTH7
16391	E9PZJ2
16391	E9Q8M6
16391	Q3UKQ7
16391	Q61179
16396	Q8C863
63908	A0A087WZQ7
63908	Q9H115
830337	A0A178UDT5
830337	Q9LZ65
830336	A0A178UPZ1
830336	Q9LZ66
63905	Q9NQG1
63904	Q9H596
63901	A0A024R4Z3
63901	Q96PZ2
830330	A0A1P8BAG1
830330	F4JWB0
830330	Q9XF67
816362	A0A1P8B0D2
816362	Q9ZNQ8
2543105	O74927
79085	Q9BV35
824198	A0A178VE83
824198	O82659
153129	A0A024QZR9
153129	B3KVK8
153129	Q8NBW4
215114	Q8VD75
19170	O09061
19170	Q6RI64
832243	A0A1P8BB45
832243	Q29Q48
832243	Q2V357
832243	Q84VQ1
832242	F4K703
832242	F4K704
832242	Q940X9
832245	A0A178UHI2
832245	Q03509
14161	E9PV24
824195	A0A178VGG7
824195	Q9SND4
3637866	Q5AF56
3771890	A0A1F4
3771890	M9PBU9
100009581	P02643
17888	B2RQQ1
17888	Q02566
54584	Q9BYB4
12870	E9PZD8
12870	G3X8Q5
12870	G3X9T8
12870	Q61147
12870	Q8BU82
42481	A0A0B4K6A6
42481	A0A0B4K6E2
42481	A0A0B4K6R7
42481	A0A0B4K790
42481	A0A0B4LHD7
42481	A0A0B4LHD9
42481	Q9VDG5
42485	A0A0B4KHJ4
42485	Q9VDG0
42484	A0A0B4KHU1
42484	Q9VDG2
229603	B2RUR8
210544	Q6NXY1
22123	P14685
3770411	Q1G3L1
824226	A0A178VKK7
824226	A0A1I9LPR5
824226	Q9SCR2
821615	A0A178V912
821615	Q9LHQ4
821612	A0A178V6P9
821612	A0A1I9LQA7
821612	F4JER8
821612	Q9LHQ7
48228	Q9VED8
45655	A0A0B4LFX8
45655	Q8MLW2
45655	Q9NDJ2
824223	A0A1I9LNN0
824223	F4J0P2
48224	P12426
48224	X2J8L3
3637861	A0A1D8PLN0
824228	A0A178VIJ1
824228	C0SVE0
824228	Q9SCR0
2543025	P79010
56839	Q9JIA1
17884	Q3UUB1
17884	Q5SX39
12226	P62325
12226	Q3UEG0
42158	Q9VED7
12224	Q9Z0Z7
12223	Q05928
12223	Q3TP84
12223	Q543J8
2539551	Q9Y7S4
42150	A0A0B4K677
42150	A0A0B4K679
42150	A0A0B4K6B1
42150	A0A0B4K6B7
42150	A0A0B4K6L8
42150	A0A0B4K6M2
42150	A0A0B4K742
42150	A0A0B4K7E1
42150	A0A0B4K7E7
42150	A0A0B4K7F3
42150	A0A0B4KG75
42150	Q9VEE5
2541010	O43028
12229	P35991
380119	Q7SZT9
179198	Q21266
380115	Q6PHL5
380114	A0A1L8G3Y8
380114	A0A1L8G447
380114	Q7ZTQ5
179192	Q18919
29372	Q9QYJ2
29376	F1MAL5
10579	B2RWP4
10579	B7ZMJ9
10579	D6RAA5
10579	O95359
10579	Q4VXL4
10579	Q4VXL8
29374	Q7TPB1
53504	Q9VGT2
10575	P50991
10576	P78371
10576	V9HW96
10577	A0A024R6C0
10577	G3V3E8
10577	P61916
10570	D3DRG7
10570	O14531
841725	F4IEM5
10572	O15304
10573	Q13084
21427	Q62481
21425	Q3UKG7
21425	Q6P203
21425	Q8C5F1
21425	Q9R210
21422	Q9ERA0
21423	A0A0R4J011
21423	A0A0R4J014
21423	E9PVV1
21423	E9PVV2
21423	E9PWE2
21423	E9PWE4
21423	P15806
21420	A0A023UF19
21420	Q3ULB3
21420	Q61312
2542242	Q10104
232910	P62743
232910	Q3UJ76
53567	A0A0B4K6K9
53567	A0A0B4K7Y7
53567	F9W345
53567	Q9VAW5
21428	A2BFB0
21428	A2BFB1
21428	A2BFB2
21428	O08609
21428	Q3UQB4
21429	A2AWT5
21429	A2AWT6
21429	A2AWT7
21429	Q9DBH1
8848	A0A024RDV8
8848	A0A087X0H8
8848	A8K3Y6
8848	Q15714
5740407	A1A6N4
5740407	M9PDA5
224938	Q80U04
176211	Q8TA83
8841	O15379
8842	A0A0A0N0M1
8842	O43490
8844	Q8IVT5
8846	Q13686
8846	Q5XKL0
67590	Q8R2Q6
115019	B3KXK1
115019	Q7LBE3
2543026	P22774
6007	B4DLT8
6007	E7EVW1
6007	Q02161
6007	Q1KT12
6007	Q5XLS8
6007	Q5XLT0
6007	Q5XLT3
6007	Q7RU08
6007	Q9UPC8
179441	Q21275
179440	P53489
179443	Q21278
179445	G5EE12
368488	Q7ZUJ4
827759	A0A1P8B373
827759	Q84JF5
3644780	A0A1D8PDE2
160065	Q8WXA2
149461	Q8N6F1
33025	O15971
16506	A2AEX0
16506	Q03719
3355114	Q7PL81
3355114	Q7PL82
3355114	Q7PL83
3355116	M9PGH3
3355116	Q9W5U2
3355111	Q7PLB8
268281	Q7TPQ3
90827	Q96JC4
68617	Q3UHU5
30940	P57080
68612	A2A4Z0
68612	Q9D1C1
68611	Q9D1B9
36790	A1ZAB3
29595	P14842
29592	P54690
29592	Q99JD5
29593	Q5BJT9
29591	P80204
29591	Q5M9H3
29598	P11505
29599	Q64568
24551	O88989
851959	Q06333
679712	D4AEI5
33933	M9PEW2
33933	Q9VMA4
50082	Q9VB45
187080	P90908
447433	Q66JA8
840454	A0A178W322
840454	F4HZY9
840454	Q9LQF2
830320	Q84K00
1544	P05177
1545	Q16678
1545	Q53TK1
696	Q13410
696	Q4VAN2
1543	A0N0X8
1543	E7EMT5
1543	P04798
1543	Q5J9B1
694	P62324
694	Q6IBC8
695	Q06187
695	Q5JY90
699	B4DYG2
699	O43683
1548	P11509
58533	A0A0A0MRI2
58533	Q9UNH7
175744	Q23136
34302	Q9VL81
34304	M9PFD8
34304	Q7KTF7
34304	Q7KTF8
34304	Q7KTF9
34304	Q8IPE2
34304	Q9VL79
34307	Q9VL76
34306	Q9VL77
79706	A0A024QYV5
79706	Q9H875
79707	Q5SY16
79705	Q38SD2
72135	Q1JPR5
72135	Q9D0P5
175749	Q09397
175749	Q8MQ34
77569	D3Z589
77569	Q3UH68
73668	E9PVK4
73668	Q0HA38
843861	A0A178WFZ4
843861	Q9FRL5
63934	Q5CZB4
63934	Q5HYK9
178711	G5EEV5
843869	A0A178W4A4
843869	O50039
19035	P24369
19035	Q9DCY1
827042	O23267
851954	Q06328
16660	Q61765
37299	Q7JZJ3
844073	A0A178WD77
844073	A0A1P8AQK4
844073	Q9FVX1
55103	Q86X27
55100	Q9NW82
55101	A0A024R0K4
55101	B4DFT4
55101	M0QZC4
55101	Q9NW81
55106	Q8IYM2
844076	Q9FVW9
844075	A0A178WDV8
844075	Q9FVX0
844074	A0A178W3U1
844074	Q39134
16502	P15388
16502	Q3TR92
16502	Q3UHB6
55108	Q9NW68
55109	Q8N302
3361259	O13614
3361255	Q10331
837299	Q93ZQ9
837299	Q9LQQ6
225865	Q91ZR5
830828	A0A1P8BF59
830828	A0A1P8BF64
830828	A0A1P8BF71
830828	A0A1P8BF76
830828	A0A1P8BF83
830828	A0A1P8BFB5
830828	A0A1P8BFC1
830828	Q304A0
221527	Q9Y330
38058	E1JHX3
38058	O97148
181368	G5EEG1
16500	Q03717
181362	G5EBL2
181360	D3KFS9
181360	D3KFT0
181360	G5ED16
181360	G5EGR4
253152	Q8IUS5
181365	Q9XWT3
22249	A0A140LHX5
22249	E9Q263
22249	Q9Z1N9
22247	P13439
22247	Q544K9
813989	Q8IEU3
836626	F4KGH1
836626	Q9XEE2
22241	A0A0R4J0B3
22241	O70405
22241	Q6PB82
22240	E9PWE8
22240	Q3TT92
22240	Q62188
25738	P10686
25739	P53534
25736	A0A0H2UI34
25736	P15387
25737	P04961
25735	A0A0G2K0G1
25735	A0A0G2K5P1
25735	A2ICG7
25735	B9VVT2
25735	B9VVT3
25735	P22449
25731	A0A0G2JSR2
25731	P40748
74035	Q3TZX8
98660	Q3UHK5
98660	Q6PIE5
27398	Q9D773
27395	A0A0A6YVP4
27395	Q9CPR5
27393	Q9JKF7
115908	Q96CG8
2542000	Q9HE07
9965	O95750
2542002	Q09808
9967	Q9Y2W1
2542004	Q10173
9961	Q14764
9961	X5D2M8
9961	X5D7K9
9961	X5DNU0
2542006	O42848
2542007	Q9UUL2
2542008	Q09173
56454	Q9Z110
56457	Q8VBZ3
56456	Q505L1
56456	Q9Z2N8
9968	Q93074
9969	A0A024QZ75
9969	Q9UHV7
56452	Q3TQX1
56452	Q66JV6
836020	Q39065
853468	P47086
853469	P47087
422043	Q5ZMN2
2543358	Q9P6L6
853464	P47085
853465	P00358
853466	P08536
853467	P46965
853460	P20840
853461	P27351
853462	P46957
853463	P20459
32079	Q9VYZ8
32078	P51140
55818	Q9Y4C1
55819	E5RI87
55819	Q2HIY3
55819	Q86XS8
32071	A8JUR4
32071	A8JUR5
32071	B7Z139
32071	M9PGW1
32071	Q9VZ07
55815	A0A024R6Y0
55815	B4DXD0
55815	E7ENJ7
55815	Q2TAA8
55816	Q9P104
32072	Q9VZ05
55810	Q9P0K8
32074	Q9VZ03
32077	Q9VZ00
32077	X2JEU3
55813	Q9NYH9
829731	Q8RWL6
832256	A0A178UUL3
832256	Q9C591
64051	Q9JIS5
462444	H2QSB6
105	Q9NS39
432011	Q6NS22
57418	Q9BV38
836798	A0A178UG23
836798	Q9LVR4
2542067	Q09842
57412	Q9HBK9
57410	E9PK59
57410	Q96KG9
836797	Q9LVR5
74237	Q3UIT6
74237	Q921G8
57414	Q6NTF9
100736516	G3BGU5
100736517	G3BGU7
91408	Q96K17
67511	Q6PDC2
67511	Q99KF1
824597	A0A178VIG0
824597	Q9M376
100736519	G3BGV2
84108	Q9BYE7
84109	F2Z3L3
84109	Q96P65
3689	B4E0R1
3689	P05107
3688	P05556
36338	A1Z8X0
20371	Q53Z59
20371	Q99JB6
84100	Q9H0F7
3682	P38570
3681	Q13349
3681	Q59H14
36339	E1JH43
36339	Q7JUX2
3687	H3BN02
3687	P20702
84105	Q9H0N5
3685	P06756
3684	P11215
836620	F4KGG0
836620	Q8W4P1
36336	Q0E9B5
64928	A0A024RD78
64928	Q6P1L8
817292	Q9ZQH2
36337	A0A0B4K7N0
36337	A1Z8W8
36337	A1Z8W9
64924	Q8TAD4
26040	Q9Y6X0
64926	Q86YV0
64927	Q5W5X9
26045	O43300
64921	Q8WZ77
64921	Q96PB1
26047	A0A090N7T7
26047	B2RCH4
26047	Q9UHC6
26046	O94822
810745	Q8IIH6
345778	Q5HYI7
810747	Q8IIH4
810740	Q8III1
11818	Q01339
11818	Q9CY42
317705	Q7Z5H4
810748	Q8IIH3
58998	Q9JLB9
10865	Q03989
22724	Q5BJ24
22724	Q64321
126917	Q5TF58
854119	P40303
854118	P05319
854115	Q08213
854114	Q08214
854117	Q01855
854116	Q08208
182047	A0A0K3ARS9
182047	A0A0K3AX46
854110	Q08218
854113	Q08215
313413	P0DJJ3
2768996	Q95RM0
2542918	Q09875
2542919	Q10311
828169	Q9SY07
138065	A0A024R834
138065	Q96D59
2542914	P87053
2542915	Q10309
2542912	Q9UTQ6
2542910	Q9UTK6
53975	Q9JJY4
36791	A0A0B4K812
36791	Q7KNS3
36793	A0A0B4KEX0
36793	A1ZAB5
36794	Q7K5N4
36795	Q8SX78
36797	A8DYF7
36797	A8WHG9
36797	Q7JUZ6
36799	Q8MRB2
58945	P63170
58946	O55005
58940	P0C0S7
14645	P15105
18545	A0A0R4IZX8
18545	A8IK50
18545	P12660
18541	A0A1W2P737
18541	F8VPV0
18541	P48725
18541	Q3TQR8
18541	Q80U10
18541	Q8CDL2
58948	A0A096MJ42
58948	A0A0G2K0Y9
58948	Q62936
71514	Q8VIJ6
38623	M9NDI7
38623	Q9VRM1
38620	Q9VRL8
38624	A8JNL3
38624	B7Z0B7
38624	B7Z0B8
38624	B7Z0B9
38624	Q86NR7
38624	Q8T018
38624	Q9VRM2
38628	Q9V3L0
38629	Q26459
38629	Q8IQ63
38629	Q9VRM5
38629	X2JCI8
3638950	A0A1D8PU69
188941	O45831
188946	O18134
83452	Q9H082
83451	C9J7Q4
83451	D3DXF2
83451	Q8NFV4
102774	A6H669
102774	Q8C1Z7
83454	Q4ZGD8
83454	Q8R499
83454	Q99MW6
823426	F4IZ48
823426	Q9M246
230082	Q8R5K4
18091	P42582
18091	Q3UQU2
18095	P97436
18095	Q3UVH8
38198	M9PGT9
38198	Q24040
38199	Q9W0B8
838226	F4I4H2
838226	Q9FX73
38192	Q9W0C7
38193	Q7KVB1
38193	Q9W0C5
38194	Q9W0C4
38195	Q9W0C3
38196	M9PDW0
38196	M9PE71
38196	Q86BQ0
38196	Q9W0C1
38196	Q9W0C2
38197	F2FB75
38197	Q86BS6
347734	Q8TB61
347735	Q96IM8
347735	Q96SA4
13144	O54784
13144	Q05A21
347733	Q9BVA1
67488	Q8CGU1
138199	Q8N4J0
40760	Q9XZ15
40762	Q9VNM8
40764	Q9VNN0
45848	A0A1B2AIW8
45848	Q9VYX1
40767	Q9VNN3
3783704	I1YP37
3783704	P0C6Z8
3783704	P0C731
3783704	P13288
41346	A0A0B4KFR1
41346	Q9VGR7
20239	E9QM77
20239	O70305
20239	Q3UX07
2768685	A0A0B4K6J3
2768685	A0A0B4K7S6
2768685	A0A0C4DHB7
2768685	Q8IMW5
41340	Q9VGS3
30292	P87358
819212	A0A178VZD3
819212	A0A1P8AY66
819212	Q84JT7
15114	O35668
15111	Q61039
15110	Q5SQG1
15110	Q64279
298584	Q5XI32
39574	Q9VUD8
39577	Q9VUE1
39571	M9PI57
39571	Q9VUD5
39570	M9PFL2
39570	Q24533
39573	Q7K2I4
39572	M9ND89
39572	M9NDQ8
39572	M9NE94
39572	M9NFB1
39572	M9NFB8
39572	Q6NN29
39572	Q7KUK1
39572	Q8T0E0
39572	Q9VUD7
819219	O82357
83872	Q96RW7
31748	Q9W3I7
31746	Q9W3I9
31747	Q9W3I8
31744	Q9W3J1
31745	Q9W3J0
31742	R4GRV8
31743	M9PHD3
31743	Q9W3J2
31740	Q9W3J5
31741	Q9W3J4
173362	G5EE13
173360	G5EBP4
173360	G5EEG8
173360	G5EEP9
173360	G5EFD6
173364	O02245
173365	Q94126
326216	M9PD88
326216	Q95RR1
