yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CEADC	Entry
283375	A0A024RB24
283375	Q6ZMH5
40643	Q59E05
40642	A0A126GUQ3
40642	Q9VNA8
202134	D6RF84
40640	Q9VNA6
823595	A0A1I9LT06
823595	F4J364
178992	G5ECM9
40644	Q59E04
40644	Q9VNB0
831622	A0A178UCM7
831622	A0A1P8BBD0
831622	A0A1P8BBE1
831622	Q9LF68
178998	O16213
824543	A0A178V4Y7
824543	A0A1I9LLT7
824543	A0A1I9LLT8
824543	Q9M350
816965	Q9ZQ38
14768	O89112
813911	Q8ID28
813912	Q8I6Z4
208795	Q91YT8
2870268	A0A1U8QY67
2870268	Q5AYT3
30955	Q3UVA4
30955	Q8C5Q7
30955	Q9JHG7
813918	C0H5A4
207565	Q8C078
319064	Q8SYQ4
379959	A0A1L8ERX6
379959	Q7ZYS1
824542	A0A178VSL1
824542	F1LIM1
824542	P0CJ46
824542	P0CJ47
855375	P0CE85
2539806	Q9P782
2539804	P09988
2539804	P10651
2539805	Q9Y802
2539808	O42980
2539809	O14319
13855	J3QNT7
13855	Q5NCM7
13855	Q8CHU3
30951	Q9QXV1
2655430	C0H4Z0
2655433	Q8IAZ5
843159	A0A178W6R0
843159	Q9C9G5
6843	F5GZV7
6843	P23763
334015	Q7ZVS2
154810	A0A024R3A6
154810	Q8IY63
843151	A0A178W4G9
843151	Q9C9F7
830560	A0A178U8U2
830560	A0A1P8BFV4
830560	P46665
5586	Q16513
5587	F8WBA3
5587	Q15139
5584	P41743
5585	Q16512
5582	B2R5T1
5582	B7Z3W6
5582	P05129
5583	P24723
5580	A0A024R328
5580	B4DFV1
5580	Q05655
5581	L7RTI5
5581	Q02156
50846	O43323
5588	Q04759
5589	B4DJQ5
5589	K7ELL7
5589	P14314
38211	Q8SZ38
208869	F8VPQ1
208869	Q3UHH9
38216	Q9W099
38219	Q9W097
38218	M9NEX8
38218	M9PBI3
38218	M9PDW5
38218	M9PGU6
38218	Q9W0A0
116337	Q96QZ0
178365	Q9XUE5
843489	A0A1P8ARB4
843489	A0A1P8ARE9
843489	Q9C9I5
11274	Q9UMW8
11275	B4DFZ5
11275	E9PEX9
11275	O95198
11276	Q9UMZ2
11277	Q5TZT0
11277	Q9NSU2
11270	A0A1U9X845
11270	B3KQU6
11270	Q8IXM6
43349	P09180
43348	Q9VAY6
834706	A0A178UQZ5
834706	F4KHJ7
834706	O23140
40834	P02835
43345	Q9VAY9
43344	Q9VAZ0
11278	Q8WWI3
11278	Q9Y4X4
11279	A0A024R9X4
11279	O95600
13685	Q60876
178362	A0A0S4XR43
178362	A0A0S4XRD3
178362	G5EBS4
178362	H2KMJ3
19060	Q60676
830018	Q9SZP1
830019	A0A178V4I4
830019	P55034
19069	Q5QNU0
19069	Q8BQF0
19069	Q8CEC0
819075	A0A178VTM1
819075	O80506
830015	A0A178V1F5
830015	Q9SZN7
830012	A0A1P8B5D2
830012	A0A1P8B5D6
830012	A0A1P8B5D8
830012	Q9C5F6
39919	B7Z063
39919	M9NDB5
39919	M9NG33
39919	M9PCV2
39919	Q9VVE5
108030	Q3TUM0
108030	Q8JZS0
7779	Q9Y6M5
65019	P62830
65018	Q9BXM7
835252	A0A1P8BCN7
835252	B9DH81
835252	Q9FLI1
835251	Q9FLI2
835250	A0A1P8BDH5
835250	Q9FLI3
65012	Q8NG04
65010	A0A0C4DFT5
65010	G3XAC1
65010	Q96MZ1
65010	Q9BXS9
65010	Q9Y3Y1
64768	Q9H8X2
64769	Q9HAF1
821640	Q945M9
832701	A0A178ULU3
832701	F4JZS7
839530	A0A178W9R5
839530	P93820
832703	A0A178UHA7
832703	Q94AZ2
64762	Q9H706
3915	P11047
3915	Q6NVY8
839534	A0A178WIE3
839534	A0A2H1ZE92
839534	Q9LQ95
64761	A4D1T0
64761	G5E9U9
64761	Q9H0J9
235072	E9Q1G8
235072	O55131
79794	A0A024RBQ8
79794	Q9H741
339669	O43247
842688	A0A178W5W9
842688	Q9CAJ9
842683	A0A178WDU0
842683	A0A1P8ART3
842683	P42749
39916	P47949
39916	X2JCI6
39915	E1JI31
39915	Q9VVE0
836141	A0A178UMI3
836141	Q9LSS7
79982	A0A024RDI9
79982	A0A087WWX2
79982	Q8TBM8
191757	P91124
240411	C8YR32
826987	A0A178V3V9
826987	P17562
19684	P26043
19684	Q3TH46
19684	Q7TSG6
19687	A0A0N5E9G7
19687	G3X8Z6
19687	P35601
19687	Q5U4B1
826984	A0A178UU77
826984	Q9T0H2
826983	A0A178V540
826983	P54144
826982	Q9T0H1
842352	O22698
826980	Q9T0G9
853878	Q02207
43359	Q8MST5
43359	Q9VAX7
3771806	Q86B50
842359	A0A178WIQ3
842359	A0A178WIS2
842359	A0A1P8ATT3
842359	A0A1P8ATT4
842359	O22703
42438	A0A0B4KGJ1
42438	P54359
42439	Q9VDK7
494780	A0AUS9
42437	Q9VDK9
42434	Q9VDL1
42435	O44226
42433	Q86BR8
42433	Q9VDL2
46391	Q9VAN0
42431	Q7KSA4
42431	Q9I7I6
42431	Q9VDL3
6733	A0A024R704
6733	P78362
34701	M9NDP0
34701	M9PBA9
34701	M9PCU7
34701	Q9VK42
9120	A0A024R8J3
9120	O15403
9121	O15375
9122	O15374
9123	A0A024R8U1
9123	O15427
9124	O00151
9124	V9HW92
10658	G5EA30
10658	Q92879
9126	Q9UQE7
9127	O15547
9128	O43172
9128	Q5T1M7
9129	O43395
10657	Q07666
10656	O75525
10651	O75431
10650	Q96N28
10653	A0A140VJV6
10653	O43291
10652	A4D2J0
10652	O15498
7919	A0A024RCM3
7919	Q13838
7918	A0A024RCU2
7918	B2RA66
7918	O95872
7913	P35659
7917	A0A1U9X7A6
7917	P46379
7916	A0A1U9X974
7916	P48634
7915	P51649
7915	X5D299
7915	X5DQN2
818476	A0A178VWI7
818476	Q9ZV15
176179	P34540
818472	A0A178VQA9
818472	A6XB86
818472	B6EUB6
818472	F4ITZ0
818472	F4ITZ4
818472	F4ITZ6
818472	Q3EBK1
818472	Q9SLG0
818470	B3H6C6
818470	Q9ZV19
818471	A0A178VRD0
818471	Q9ZV18
176170	P34397
176172	P34402
348995	Q8NFH3
348995	Q8TEA6
3637353	Q5AHK2
20832	Q3TVJ8
20832	Q62186
20832	Q9D8L3
20833	Q08943
824165	Q9SN15
829189	A0A178UYE9
829189	Q9SUI0
824162	Q08466
824161	Q9SN19
76117	B1AW40
76117	B2X2D4
76117	Q811M1
831051	A0A178UTF2
831051	A0A1P8BGH7
831051	Q9ASU8
831053	A0A178UL54
831053	B5X0N6
829181	Q8GXU8
824169	A0A178VE15
824169	Q9SN11
829185	A0A178UV77
829185	Q9M098
362161	A0A0G2K9X2
362161	D3ZPG2
53598	E9Q919
53598	Q9Z0Y1
13796	Q04742
362165	Q66HA2
831117	A0A1P8BET2
831117	Q94CK0
176282	P14585
176280	K8ESK4
176280	P32744
176281	P10299
176286	P13508
176284	P34383
176289	P34643
49701	A0A0B4K697
49701	A0A0B4K7C4
49701	A0A0B4KHL4
49701	Q4AB31
49701	Q59DW8
49701	Q86BR9
49701	Q86NK8
49701	Q8IHB0
49701	Q8INB6
49701	Q9VEX2
829456	A0A1P8B454
829456	F4JVZ4
829456	F4JVZ5
829456	Q0WPU1
829457	A0A178V148
829457	Q9SMY8
824291	Q9SD20
824293	A0A178VDC0
824293	P92978
821667	A0A178V704
821667	Q9LJB7
821666	A0A178VNL9
821666	Q8L637
821665	Q9LJB9
126003	Q8IUR0
826702	A0A178UTZ0
826702	O49203
821668	A0A1I9LRE8
821668	Q8H116
851611	Q03201
851610	P13587
851613	Q03125
851612	Q03205
851615	Q04307
851614	P11353
851617	P32347
850918	Q05942
44531	B7Z0W8
44531	B7Z0X3
44531	Q0KHV9
44531	Q9W4E2
44531	X2JAH8
44531	X2JE60
851618	Q04311
36491	A0A0B4K6Z9
36491	A0A0B4K705
36491	A0A0B4K773
36491	A0A0B4K7N9
36491	A0A0B4K863
36491	A1Z9D3
36491	A1Z9D4
36491	E1JH56
36491	P54623
51143	E9PHI6
51143	Q9Y6G9
8701	H9NAJ7
8701	H9NAJ8
8701	Q96DT5
8701	Q96NT7
9331	G3XA83
9331	Q59GB5
9331	Q8WZ95
9331	Q9UBX8
53615	O95983
10406	Q14508
187337	P34526
53617	Q497I4
175489	G5EE33
84269	Q9BSY4
100158431	B1WBD1
10409	P80723
175480	Q17966
822171	A0A178VIW5
822171	F4JA59
822171	Q38950
175484	Q19994
175487	Q18624
395181	P50890
840440	A0A178WMC3
840440	F4HYD7
36498	E1JH57
36498	Q7K3L1
180102	G5EGS8
176828	O76367
176829	P20792
221078	Q8TEA1
830832	A8MR65
844351	A0A178WJ35
844351	Q949S5
830834	A0A178U8L6
830834	Q9LXD7
844357	A0A1P8ANI3
844357	Q94AJ5
830837	A0A178UJR6
830837	Q8LD39
830839	A0A178UCN4
830839	A0A178UEL1
830839	A0A2H1ZE68
830839	Q8VZJ1
844359	A0A178W166
844359	A0A1P8AW53
844359	A0A1P8AW89
844359	Q9SSC0
73481	Q9D9G7
54065	P58511
824835	A0A178VEX4
824835	Q9LET8
175731	G8JYC4
175731	Q10124
824836	Q9LET7
175737	Q9N538
824833	A0A178VAE1
824833	Q9LXX4
175734	Q9N4P3
175739	Q9N536
175738	Q9N537
824839	A0A1I9LQJ9
824839	A0A1I9LQK1
824839	A0A1I9LQK2
824839	A1A6N0
824839	C0Z252
824839	F4J0R5
824838	A0A178VMX5
824838	Q9LDH1
20302	P10855
20302	Q5QNW0
828325	Q8GYK2
4961474	F5HDE4
4961474	Q77UV9
828320	Q8GXD8
67509	Q8K190
495494	A0A1L8HRC3
495494	Q5U4V0
67507	A0A0R4J076
67507	Q9CQT6
2542276	O13813
553758	F1QUS9
553758	I3ISS5
282857	Q3T0G8
67500	Q8CH18
543615	Q9FR57
78795	Q9D2I5
2541148	O94671
66679	Q8C570
66676	D3YZZ5
55504	A0A024RDM5
55504	Q9NS68
66671	E9PWD3
66671	Q61458
55505	Q9NPE3
826479	F4JJ94
826479	P42643
55502	Q96HZ4
826474	Q9C5N3
826473	Q9ZPE7
826470	Q43125
2540741	O94689
2540743	O94311
2540742	O42956
2540745	Q9UQY9
55500	Q9HBU6
2540746	Q9P7R8
2540749	O74964
2540748	O60169
161742	Q7Z699
29509	O35956
29508	A0A0G2KB97
29508	P18576
823802	A0A1I9LPN5
823802	F4J938
29502	Q63488
1317	A0A024R824
1317	O15431
1316	D3GC14
1316	Q99612
1315	P53618
1314	P53621
319504	Q6QRP1
319504	Q810U4
1312	A0A140VJG8
1312	P21964
1311	P49747
841160	A0A1P8AUV8
841160	A0A1P8AUX2
841160	F4HT96
841160	Q5EAF2
23767	Q9NZU0
815975	O82324
23765	Q96F46
23764	Q9ULX9
217116	Q80YT5
23762	A0A024R1L4
23762	B4DFA8
23762	Q6ZN50
23762	Q969R2
23761	A0A024R1K5
23761	Q9UG56
1318	O15432
1318	Q53X94
27079	Q8IZ73
27078	Q9R1S0
27077	A0A0B4J223
27077	A8MTX4
27077	A8MYG7
27077	B4DEW0
27077	B4DN64
27077	I3L2R1
27077	Q9UPM9
27076	B2RBR3
27076	O95274
27075	O95857
27075	Q6FGK0
27074	Q9UQV4
268903	Q8CBD1
27072	P49754
27071	J3KNB3
27071	Q9UN19
353323	P59991
92154	Q765P7
177601	Q18192
285668	Q2M2E5
3645209	Q59U73
33048	E1JJS2
33048	M9NFH4
33048	Q9VRA6
33048	X2JEI9
3639727	A0A1D8PRQ6
174462	A0A0K3AX35
174462	B5BM27
174462	B5BM28
174462	P24348
174464	Q23390
50768	A0A0R4J171
50768	D5M8I5
50768	E9PXD2
50768	E9QKB1
50768	Q9R0Z9
35029	Q9VJG0
174467	Q17571
174467	Q7JMQ6
35027	Q9VJG2
35026	M9MRK7
35026	M9MRP6
35026	M9MRV1
35026	M9MSI8
35026	X2JA38
35026	X2JAP2
50767	A0A140LI54
50767	Q3TRM4
33045	Q9VRA2
33045	X2JFY7
35021	D5SHN1
35021	Q86BQ3
35021	Q8IGQ3
50762	Q9QZN4
78973	Q9EQE1
78976	A0A0G2JSL6
78976	A0A1W2Q6L7
78976	Q924U1
55738	Q53F62
55738	Q8N6T3
32558	Q9VXL4
78975	Q09137
55735	B4DGD5
55735	Q9NVH1
55734	B3KQX0
55734	Q9NPA5
55734	Q9NTW7
55737	Q96QK1
32552	B5X533
32552	Q9VXM0
32551	Q7KUZ5
8329	A4FTV9
8329	P0C0S8
8328	A0A024R8F3
8328	Q5VTD9
389161	A6NFN9
389161	E9PHT4
8325	Q9H461
8324	O75084
40288	A8JNW3
40288	Q9VPC5
8326	O00144
8321	Q9UP38
8320	B7Z4K0
8320	O95936
8323	A0A024R9E9
8323	B4DL33
8323	B4E236
8323	O60353
8322	Q9ULV1
9911	A0A0C4DFR1
9911	A0A1B0GUZ3
9911	G5E963
9911	O75069
9911	Q8IW47
9910	B7ZAP0
9910	F1LJ00
9910	F5H8L0
9910	Q5R372
9910	Q9Y3L8
9913	O94864
9912	E7ERK8
9912	Q17R89
9912	Q69Z00
9915	Q7Z3A3
9915	Q86TN1
9915	Q9HBZ2
9915	X5DQN9
9917	A0A024R918
9917	O75063
9919	F1T0I1
9919	J3KNL6
9919	O15027
9918	B3KMS0
9918	B3KY03
9918	Q15021
56422	L7N209
56422	Q3TGM7
56422	Q69ZS7
56424	Q9WUD1
56426	Q8VE70
5740347	A8JNV4
55888	A7MAY2
55888	C9J6L6
55888	Q0VAP0
55888	Q9P0L1
115209	Q96E52
829758	A0A1P8B8F3
829758	O65639
253782	Q6ZMG9
55885	A0A024RAT1
55885	Q8TAP4
55885	Q9NYC6
55884	Q9NYS7
310306	D3ZDI9
816408	Q8W420
22418	P22725
22419	A0A0R4J1M1
22419	P22726
22416	P27467
816404	Q5BPT4
22414	O70283
22415	A2A649
22415	P17553
22415	Q3TQ59
816401	A0A178VSR4
816401	A8MQE6
816401	O64616
816401	Q501A1
22413	P21552
22413	Q8BRC7
816403	A0A178VZZ1
816403	Q8GUK2
816403	Q8GW47
22411	P48615
22411	Q059Y4
22411	Q3UTY8
114597	P13086
84060	Q5RL73
414236	Q5SWW7
829838	A0A1P8B7L3
829838	A0A1P8B7M8
829838	Q94AH7
823808	Q9SNC3
838568	A0A178WKD3
838568	Q8L4R0
829839	A0A178UYQ5
829839	A0A1P8B494
829839	A0A1P8B4A6
829839	Q8W4F0
850576	P43600
3611	Q13418
3611	V9HWF0
3612	A0A024R830
3612	A0A140VJL8
3612	P29218
3613	O14732
3614	B3KRZ3
3614	P20839
3614	Q6ZNB1
3615	P12268
3885637	Q29QP1
3885637	Q6NR09
21822	Q3T9E4
21822	Q62293
3619	Q9NQS7
21821	G3X9Z7
21821	Q3TUP2
21821	Q61371
21826	Q03350
21825	Q3TR40
21825	Q80YQ1
56288	Q8TEW0
56289	A9YZW8
56289	Q3UIV8
56289	Q99MK9
2542639	O14038
2542638	Q9UTN6
2542637	Q09760
2542636	Q9P7M5
2542635	Q09763
2542634	Q09756
2542631	Q09755
2542630	O14039
161502	Q6P656
51188	A0A024R2Q8
51188	Q9UHA2
114625	A0A1C9HIH9
114625	Q96PL5
16832	P16125
827928	Q8S9K9
36042	A1Z830
36042	A1Z831
32087	P20478
32087	Q494K4
32087	X2JDA5
32087	X2JJG8
32080	Q24592
32081	Q9Y1A3
32081	X2JB87
104418	A2AHJ7
104418	A2AHK0
104418	Q80UP3
32083	C1C536
32083	E1JJH5
32083	E1JJH6
32083	E8NH13
32083	M9NGZ2
32083	M9PEB3
32083	M9PHK8
32083	M9PJI4
32083	P31007
104416	Q99PU7
2543323	O14215
2543320	Q9URW1
32088	Q9VYY9
32089	Q9VYY8
2543324	Q9URW7
2543325	Q9P7U2
844350	A0A178WM33
844350	A0A1P8AR55
844350	Q104N3
844350	Q9SSC9
837708	A0A178WLD6
837708	Q9SAB3
40171	Q9VW51
837701	A0A1P8ARX5
837701	Q1JPL7
2542989	O13692
2542988	O74304
116668	P70475
83594	B4E1W3
83594	E7EM93
83594	Q9BQG2
2542981	Q9UT41
2542980	O94612
2542983	Q10094
83595	Q9BT81
2542985	Q9P7H9
116667	Q62925
2542987	Q10444
2542986	Q10093
446993	A0A1L8HYC8
446993	Q6DD21
57480	Q5JYA6
57480	Q9ULL1
479866	J9NTG2
57482	Q6ZU35
53904	Q8NEV4
57484	Q9ULK6
57486	Q9BYT8
57489	Q9ULJ1
36706	A0A0B4KF69
36706	A1ZA05
36706	Q0E965
36705	A1ZA03
361391	Q66HA7
36703	A0A0B4LFH9
36703	Q95TU8
36702	A1ZA01
810807	Q8IIB4
810806	Q8IIB5
24817	P15257
24811	P97561
24811	P97949
24812	P36372
24812	Q6MGA3
24818	P28480
33759	Q7KTN9
33759	Q9VMS4
817467	Q9ZW05
817460	Q8LGN0
817461	A0A178VPZ1
817461	Q8L7D0
3638922	A0A1D8PU59
827623	A0A178V1A1
827623	A0A1P8B3N3
827623	O49404
827623	Q2HIR9
3638925	A0A1D8PU46
444200	Q6GP23
251430	A0A0B4LFM5
251430	Q86BE9
2543589	O36027
2543586	Q9P3W4
2543587	O14169
2543585	Q9UT19
2543582	Q10214
2543583	P39964
2543580	P36601
2543581	Q9C0Z7
5740226	A2VEN4
5740226	R9PY71
143903	B4DDS5
143903	Q6UX15
812438	Q8IFN0
827626	A0A1P8B3A0
827626	Q8LFP7
343099	E9PFB9
343099	Q5T9S5
343099	Q6PH87
343099	Q7Z659
823964	Q9SU72
841182	A0A178W8B7
841182	A0A1P8API2
841182	Q9S7T8
818505	A0A178VNS1
818505	O80961
841184	Q9SXA0
841185	A0A178W1V3
841185	Q8RXP3
841186	Q9FZF1
841187	Q9FZF2
99010	Q6NVG1
47384	A0A0B4LHI3
47384	Q9XZL8
187543	H2KZF7
187543	Q8MQ01
18538	P17918
18538	Q542J9
37078	A1YK02
37078	A1YK08
33758	Q9VMS5
33757	C9QPC2
33757	M9MRD3
33757	M9PB42
33757	M9PC27
33757	P11929
33757	Q8IPK8
33757	Q9VMS6
2539037	Q12519
37075	Q8SZ15
37072	A0A0B4KFB5
37072	Q7K3G2
33752	Q9VMT2
33752	X2JD70
37070	P21187
33750	Q9VMT4
33750	X2J8N3
15168	B2RRB5
15168	O88705
2539293	O74945
58191	Q9H2A7
317259	Q5FVM4
84893	B3KV95
84893	F6UZG9
84893	Q2TAK1
84893	Q8NFZ0
15161	B1AUX2
15161	Q61191
15162	A0A087WQ04
15162	P08103
15163	P49710
15163	Q8CA06
15165	O88704
15166	O88703
293852	Q6AY58
39508	Q9VU71
39509	Q9VU72
841459	A0A178W0C4
841459	Q9SX52
1962	Q08426
3617	A0A087WYL3
3617	Q17R60
39500	Q8SXH1
841453	A0A178WN25
841453	A0A1P8AWV3
841453	Q9SX48
841450	A0A1P8AQY8
841450	Q8RXR6
841451	Q944R3
39504	Q9VU67
39505	C8VV50
39505	Q9VU68
841454	A0A178W3U7
841454	Q8LD49
39507	Q9VU70
2539295	O94489
824541	A0A178VA59
824541	Q9M352
226778	Q14DQ3
226778	Q8VHJ5
84895	B4DZP8
84895	Q7L4E1
818310	A0A178VRI6
818310	Q9ZUT3
36604	Q9V719
2539299	O14053
341208	Q6MZM0
184162	Q19185
81730	P97577
67264	Q3V406
67264	Q9D6J5
115509	Q96CS4
67260	Q9D6J1
67268	Q6ZWQ9
380047	Q7T0Y6
851557	P40327
851554	Q12157
851550	Q12489
851551	Q12438
811442	Q8I521
813742	Q8IDV6
851558	P35182
851559	Q12124
2556	P34903
31097	Q9W590
31097	X2JA43
342574	Q7Z3Y8
216238	Q8BL66
76071	Q8BVL9
2558	P31644
76073	Q3UK78
4102	P43357
109901	Q91X79
109900	Q91YI0
33751	Q0E8T1
116493	Q9JHZ4
811991	Q8IL40
856056	Q02804
4107	B2R9W4
4107	P43361
38766	Q9VS05
168455	Q8N9Z2
642843	A6NMK7
4208	A0A024RAL6
4208	A0A024RAL7
4208	A0A0D9SFD0
4208	A0A0D9SGI5
4208	A0A0R4J2G5
4208	D8L7E9
4208	Q06413
4209	Q14814
317815	A8DZ26
317815	L0MLL1
317815	Q7KQN3
317815	Q8IMA3
317815	Q8IMA5
317815	Q8IMA6
317815	Q8IMA7
317815	Q8SXV3
4200	P23368
4201	Q16626
4207	A0A024R7N0
4207	Q02080
4204	A0A140VKC4
4204	D3YJ43
4204	P51608
4204	Q59FJ6
4205	A0A0S2Z417
4205	A0A0S2Z453
4205	A0A0S2Z454
4205	A0A0S2Z4C8
4205	A0A0S2Z4N0
4205	A8K720
4205	Q02078
771726	Q5ZJC3
170750	Q3UE92
170750	Q3UKF5
170750	Q6P1B1
170751	O54975
447724	Q641E8
170755	Q9ERE3
815699	Q9ZUP9
170758	P60764
170758	Q14A12
406220	Q08EK5
406220	Q6IFZ6
57230	Q02614
406223	Q6IFZ8
811170	Q7KQK2
811170	Q9U5M1
34035	Q9VLZ8
11475	P62737
34032	A8DYW8
34032	Q59DZ5
34032	Q9VM00
34032	Q9VM02
34030	M9PB64
34030	M9PB65
34030	M9PCA8
34030	M9PCG3
34030	M9PCG7
34030	M9PCU9
34030	M9PF26
34030	M9PF31
34030	Q9VM04
2879	P36969
2879	Q6PI42
79212	P23978
34038	A4V0D4
34038	M9MRD7
34038	M9MRE3
34038	M9MRG6
34038	M9MRL0
34038	M9PB66
34038	M9PF34
34038	Q8IPH9
34038	Q9VLZ5
35347	Q7KT11
35347	Q8SZU0
35347	Q9VIJ0
35342	Q9VIJ5
35343	M9PDB2
35343	Q2PDR9
35343	Q7KT16
35343	Q9VIJ4
35340	D1Z399
35340	M9NCZ5
35340	M9PDV1
35340	P48608
35341	M9PDI3
35341	P09085
100804737	E3SXU2
35348	Q9VII9
35348	X2J9A5
83744	Q5JVG2
56180	Q9UJG1
856055	Q02803
54343	Q7TT18
54342	Q9JK38
373544	Q6UPR8
308690	Q5PPL0
431855	Q6NRD3
192245	P97541
2541253	O13650
180324	G5EF87
180324	H8ESF3
180324	H8ESF4
244579	Q80W03
180326	Q9U2X0
379626	A0A1L8ER94
379626	Q91618
23406	Q14019
23404	B3KQW2
23404	Q13868
23405	Q9UPY3
185789	G5EFS5
23403	Q6PJ61
23400	Q8N4D4
23400	Q8NBS1
23400	Q9NQ11
23401	O75474
23408	A0A024R012
23408	Q9NXA8
5015	F1T0C9
5015	F1T0D0
5015	F1T0D1
5015	P32243
94067	Q5RL20
5016	Q12889
5016	Q86YN0
302247	F7EMB2
302247	Q6QI16
5017	G3V1B0
5017	O14753
852117	Q04399
852116	P50896
852115	Q04398
852114	Q04396
852113	P19358
852112	Q04383
852111	P51402
852110	Q04377
405754	P60508
326192	Q8SZY9
326195	M9NF85
326195	Q8IQG0
852119	Q12263
106583	Q6DID3
106583	Q8C9D3
813998	Q8IET0
819859	Q8LG10
819858	Q9M7X9
817878	O49318
817876	A0A178VRP9
817876	Q56WD9
819851	Q94CE6
817874	A0A178VX95
817874	B9DH97
817874	F4IVQ2
817874	P47192
819857	A0A178VHS3
819857	Q96321
819855	A0A178VM37
819855	Q9M7X7
74569	A2AFY7
74569	E9PVB5
74569	Q8C1H7
233902	Q6PB97
100154408	F1SSL6
171939	G5EFI9
171938	Q9TXR4
33659	C8VV47
33659	E1JHT2
33659	Q9VR07
171935	G5EFC1
171934	Q9TYS3
171936	Q9TYS1
70616	Q8CH02
830763	A0A178U7J5
830763	Q94C75
855664	P40991
182781	Q09479
2541933	O14087
855667	P53947
855660	P53943
6119	A4D105
6119	P35244
855662	P53944
855663	P41814
838931	A0A178WMH3
838931	Q9LR39
6117	P27694
855668	P53949
855669	P04840
839040	A0A178W2I1
839040	A0A178W378
839040	B4F7R9
839040	F4I972
839040	O22456
124044	Q8IUW3
839046	A0A1P8AQI9
839046	F4I982
839046	F4I983
839047	Q8GYF7
839044	A0A178WP00
839044	Q8L743
839045	O48696
177195	G5ECT2
94134	Q1RLN5
94134	Q8IWW6
38747	M9MRW0
38747	M9PEI6
38747	Q8IQ71
38747	Q9VRY3
2539788	Q10206
7283	P23258
7280	Q13885
7287	F1T0I9
7287	O00294
7287	Q0QD38
7286	B7Z4Y1
7286	Q9NNX1
853798	P36010
7284	P49411
853796	Q02629
837365	A0A178W681
837365	F4HW29
837365	F4HW30
837365	O04153
853794	P36088
7288	O00295
853792	P36086
853793	P36087
853790	P36085
208715	Q8JZK9
839290	A0A178W8Y8
839290	Q38828
401505	Q8N4H5
378972	Q8UUX0
321875	Q90ZZ0
182252	Q17649
2542408	O13775
182257	Q11183
2539780	Q9P784
821460	A0A178VL39
821460	Q9LJK3
821463	A0A1I9LNE0
821463	F4JB53
821463	F4JB55
821463	Q9M7Q2
821462	A0A068FIL1
821462	A0A178V744
821462	Q9LJK1
81846	Q86WG5
81847	Q9NTX7
81844	Q9BRZ2
56177	G3X9Q7
56177	O88998
56177	Q8R357
821469	Q9LT82
81848	A0A0C4DFS6
81848	Q9C004
81849	B4DV27
81849	Q9BVH7
811080	Q8I618
398221	Q98SP8
127124	Q96LB4
26249	Q9UH77
820338	A0A178VF51
820338	Q9SRN0
820335	A0A178VJT2
820335	Q96291
820332	A0A1I9LSS1
820332	Q9CAW9
827101	A0A178V2P3
827101	O23310
827102	A0A178V1G8
827102	A0A1P8B7U4
827102	A0A1P8B7U9
827102	C0Z2L3
827102	Q0WRB1
827102	Q38832
827103	P49677
827103	Q67YC2
827085	Q8LPS2
94061	Q99N96
94061	Q9D3F3
56171	Q8WXX0
38473	Q9VZJ8
38472	Q9VZJ9
38471	D3PFH7
38471	Q02360
38470	D6W4V3
38470	Q9VZK1
38477	Q9VZJ4
2539619	C7U331
2539619	P0CY16
2539619	P0CY17
2539618	O74317
2539617	Q9USY2
2539616	Q9UUE7
2539615	O94561
38478	Q9VZJ3
823826	Q9STE7
2539611	O74750
856315	Q06628
856314	Q06625
856317	P20435
856316	P39933
4589	Q8TAX7
856310	Q06624
856313	P14020
856312	P54999
4584	Q02505
4584	Q9H3Q6
4586	P98088
856319	P17883
856318	Q06580
4582	A0A087X0L2
4582	A0A087X2A4
4582	A0A0A0MRB3
4582	A0A0C4DGW3
4582	A5YRU5
4582	A5YRU7
4582	A5YRV0
4582	A5YRV2
4582	A6ZID6
4582	A6ZID7
4582	A6ZIE4
4582	A6ZIE6
4582	B6ECB3
4582	P15941
4582	Q7Z538
4582	Q7Z551
56218	Q5NBZ1
56218	Q80XS2
56218	Q9JMG9
2655380	Q8IBD2
2655381	Q8IB66
818061	O64760
818060	A0A178VPZ9
818060	O64759
854229	P14126
854228	P36025
854227	P19454
1466487	Q3E806
854225	Q08448
1466485	Q3E736
854223	P50275
854222	Q08446
854221	Q08444
854220	Q08438
237107	Q6PGG6
175133	G5ECG0
175138	Q9XWI6
400673	Q2NL98
834358	Q94AE4
36064	A0A0B4LG06
36064	A1Z851
36064	Q8SY59
43393	D6W4V7
43393	Q9NBC8
36060	A0A0B4K7L1
36060	A0A0B4KFI7
36060	C7LA80
36060	H5V888
36060	P52034
36061	Q7K2J4
36068	Q7K1V0
18673	P67778
11183	B3KWC4
11183	Q9Y4K4
11180	A0A087X295
11180	B3KRR8
11180	B4E256
11180	E9PDU5
11180	Q9H9M3
11180	Q9NNW5
33255	M9PC25
33255	Q9VPT4
11186	Q9NS23
11187	Q9Y446
11184	Q92918
18674	G5E902
18674	Q8VEM8
837797	Q9XJ36
14359	A0A0G2JEP0
14359	Q61584
11188	Q9Y2I1
11189	Q59G45
11189	Q5SZQ8
39149	C9QPG9
39149	Q9VT50
33258	Q9VPT7
33259	Q9VPT8
830588	Q8RX56
915	B0YIY4
915	P04234
32984	Q9VWD4
41491	A0A0B4KFQ2
41491	P16375
41491	P16376
41490	Q9VGB1
41493	Q9VGA8
17918	D3YZ62
