Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
Q12434,GDIR_YEAST,reviewed,Rho GDI family,PF02115;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12125,GET4_YEAST,reviewed,GET4 family,PF04190;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04839,GFD1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12263,GIN4_YEAST,reviewed,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",PF16797;PF00069;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38229,GIP1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03833,GIS1_YEAST,reviewed,,PF02373;PF02375;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36143,GLG1_YEAST,reviewed,"Glycosyltransferase 8 family, Glycogenin subfamily",PF01501;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32775,GLGB_YEAST,reviewed,"Glycosyl hydrolase 13 family, GlgB subfamily",PF00128;PF02806;PF02922;,PIRSF000463;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38682,GLO3_YEAST,reviewed,,PF01412;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P37292,GLYM_YEAST,reviewed,SHMT family,PF00464;,PIRSF000412;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04233,GIS4_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25346,GIT1_YEAST,reviewed,"Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family",PF00083;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P07261,GCR1_YEAST,reviewed,,PF12550;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12051,GGPPS_YEAST,reviewed,FPP/GGPP synthase family,PF00348;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38263,GID4_YEAST,reviewed,GID4/VID24 family,PF09783;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40036,GIP2_YEAST,reviewed,,PF03370;,PIRSF018234;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53849,GIS2_YEAST,reviewed,,PF00098;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P51601,GCH1_YEAST,reviewed,GTP cyclohydrolase I family,PF01227;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39726,GCSH_YEAST,reviewed,GcvH family,PF01597;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P49095,GCSP_YEAST,reviewed,GcvP family,PF02347;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P48015,GCST_YEAST,reviewed,GcvT family,PF01571;PF08669;,PIRSF006487;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53192,GET1_YEAST,reviewed,WRB/GET1 family,PF04420;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38817,GGA2_YEAST,reviewed,,PF02883;PF03127;PF00790;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25569,GID7_YEAST,reviewed,,PF00400;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32190,GLPK_YEAST,reviewed,FGGY kinase family,PF02782;PF00370;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02784,GLRX5_YEAST,reviewed,"Glutaredoxin family, Monothiol subfamily",PF00462;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12393,GEP5_YEAST,reviewed,GEP5 family,PF17053;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38988,GGC1_YEAST,reviewed,Mitochondrial carrier (TC 2.A.29) family,PF00153;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12320,GLO4_YEAST,reviewed,"Metallo-beta-lactamase superfamily, Glyoxalase II family",PF16123;PF00753;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03835,GLRX3_YEAST,reviewed,"Glutaredoxin family, Monothiol subfamily",PF00462;PF00085;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38068,GLRX7_YEAST,reviewed,"Glutaredoxin family, Monothiol subfamily",PF00462;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P46984,GON7_YEAST,reviewed,GON7 family,PF08738;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38736,GOSR1_YEAST,reviewed,GOSR1 family,,PIRSF027109;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53961,GPI15_YEAST,reviewed,PIGH family,PF10181;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47122,GPN1_YEAST,reviewed,GPN-loop GTPase family,PF03029;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08726,GPN2_YEAST,reviewed,GPN-loop GTPase family,PF03029;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P41921,GSHR_YEAST,reviewed,Class-I pyridine nucleotide-disulfide oxidoreductase family,PF07992;PF02852;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32835,GSP1_YEAST,reviewed,"Small GTPase superfamily, Ran family",PF00071;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36156,GTO2_YEAST,reviewed,"GST superfamily, Omega family",PF13409;,PIRSF015753;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q05926,GLRX8_YEAST,reviewed,Glutaredoxin family,PF00462;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P48813,GNP1_YEAST,reviewed,"Amino acid-polyamine-organocation (APC) superfamily, YAT (TC 2.A.3.10) family",PF00324;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03786,GNTK_YEAST,reviewed,Gluconokinase GntK/GntV family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03554,GOT1_YEAST,reviewed,GOT1 family,PF04178;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06636,GPI11_YEAST,reviewed,PIGF family,PF06699;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47088,GPI14_YEAST,reviewed,PIGM family,PF05007;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38211,GPI18_YEAST,reviewed,PIGV family,PF04188;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38715,GRE3_YEAST,reviewed,Aldo/keto reductase family,PF00248;,PIRSF000097;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P41911,GPD2_YEAST,reviewed,NAD-dependent glycerol-3-phosphate dehydrogenase family,PF07479;PF01210;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07830,GPI13_YEAST,reviewed,"PIGG/PIGN/PIGO family, PIGO subfamily",PF01663;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38875,GPI16_YEAST,reviewed,PIGT family,PF04113;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36014,GPX1_YEAST,reviewed,Glutathione peroxidase family,PF00255;,PIRSF000303;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38143,GPX2_YEAST,reviewed,Glutathione peroxidase family,PF00255;,PIRSF000303;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08969,GRE1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12068,GRE2_YEAST,reviewed,"NAD(P)-dependent epimerase/dehydratase family, Dihydroflavonol-4-reductase subfamily",PF01073;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25373,GLRX1_YEAST,reviewed,Glutaredoxin family,PF00462;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P37291,GLYC_YEAST,reviewed,SHMT family,PF00464;,PIRSF000412;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40107,GMT1_YEAST,reviewed,"TPT transporter family, SLC35D subfamily",,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39717,GPB2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P30777,GPI10_YEAST,reviewed,"Glycosyltransferase 22 family, PIGB subfamily",PF03901;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04080,GPI17_YEAST,reviewed,PIGS family,PF10510;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P46961,GPI2_YEAST,reviewed,PIGC family,PF06432;,PIRSF016104;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38138,GLU2A_YEAST,reviewed,Glycosyl hydrolase 31 family,PF17137;PF13802;PF01055;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06201,GMC2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CE11,GMT2_YEAST,reviewed,"TPT transporter family, SLC35D subfamily",PF00892;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32191,GPDM_YEAST,reviewed,FAD-dependent glycerol-3-phosphate dehydrogenase family,PF01266;PF16901;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P23797,GPI12_YEAST,reviewed,PIGL family,PF02585;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40367,GPI7_YEAST,reviewed,"PIGG/PIGN/PIGO family, PIGG subfamily",PF01663;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12361,GPR1_YEAST,reviewed,G-protein coupled receptor GPR1/git3 family,PF11710;PF11970;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08622,GEP3_YEAST,reviewed,"TRAFAC class YlqF/YawG GTPase family, GEP3 subfamily",PF01926;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06336,GGA1_YEAST,reviewed,,PF02883;PF03127;PF00790;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03016,GIP3_YEAST,reviewed,GIP3/HER1 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32642,GLRX4_YEAST,reviewed,"Glutaredoxin family, Monothiol subfamily",PF00462;PF00085;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32784,GPT1_YEAST,reviewed,GPAT/DAPAT family,PF01553;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36148,GPT2_YEAST,reviewed,GPAT/DAPAT family,PF01553;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32477,GSH1_YEAST,reviewed,Glutamate--cysteine ligase type 3 family,PF03074;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08220,GSHB_YEAST,reviewed,Eukaryotic GSH synthase family,PF03917;PF03199;,PIRSF001558;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12438,GLRX6_YEAST,reviewed,"Glutaredoxin family, Monothiol subfamily",PF00462;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12680,GLT1_YEAST,reviewed,Glutamate synthase family,PF14691;PF00310;PF04898;PF01645;PF01493;PF07992;,PIRSF000187;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04924,GLU2B_YEAST,reviewed,,PF12999;PF13015;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08886,GPB1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04399,GMC1_YEAST,reviewed,Multicopper oxidase family,PF00394;PF07731;PF07732;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43577,GNA1_YEAST,reviewed,"Acetyltransferase family, GNA1 subfamily",PF00583;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53839,GOR1_YEAST,reviewed,D-isomer specific 2-hydroxyacid dehydrogenase family,PF00389;PF02826;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32363,GPI3_YEAST,reviewed,"Glycosyltransferase group 1 family, Glycosyltransferase 4 subfamily",PF00534;PF08288;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P49018,GPI8_YEAST,reviewed,Peptidase C13 family,PF01650;,PIRSF500138;PIRSF019663;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06543,GPN3_YEAST,reviewed,GPN-loop GTPase family,PF03029;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40106,GPP2_YEAST,reviewed,"HAD-like hydrolase superfamily, DOG/GPP family",PF13419;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04410,GRH1_YEAST,reviewed,,PF04495;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P18494,GLN3_YEAST,reviewed,,PF00320;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P17695,GLRX2_YEAST,reviewed,Glutaredoxin family,PF00462;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36125,GMH1_YEAST,reviewed,Unc-50 family,PF05216;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12096,GNT1_YEAST,reviewed,GNT1 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53306,GPI1_YEAST,reviewed,PIGQ family,PF05024;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P42950,GSM1_YEAST,reviewed,ERT1/acuK family,PF00172;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04322,GYL1_YEAST,reviewed,GYP5 family,PF00566;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32806,GYP6_YEAST,reviewed,,PF00566;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03281,HEH2_YEAST,reviewed,,PF12949;PF09402;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40956,GTS1_YEAST,reviewed,,PF01412;PF00627;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P48365,GYP7_YEAST,reviewed,,PF00566;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39984,HAT2_YEAST,reviewed,WD repeat RBAP46/RBAP48/MSI1 family,PF12265;PF00400;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53973,HDA1_YEAST,reviewed,"Histone deacetylase family, HD type 2 subfamily",PF09757;PF00850;,PIRSF037919;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39996,GTT3_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08929,GUP2_YEAST,reviewed,Membrane-bound acyltransferase family,PF03062;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P02294,H2B2_YEAST,reviewed,Histone H2B family,PF00125;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06623,HDA3_YEAST,reviewed,"HDA2/3 family, HDA3 subfamily",PF11496;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04806,GTO3_YEAST,reviewed,"GST superfamily, Omega family",PF13409;,PIRSF015753;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q00582,GTR1_YEAST,reviewed,GTR/RAG GTP-binding protein family,PF04670;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53154,GUP1_YEAST,reviewed,Membrane-bound acyltransferase family,PF03062;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43570,GYP8_YEAST,reviewed,,PF00566;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12341,HAT1_YEAST,reviewed,HAT1 family,PF00583;PF10394;,PIRSF038084;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04082,GPI19_YEAST,reviewed,GPI19 family,PF08510;,PIRSF008765;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P41277,GPP1_YEAST,reviewed,"HAD-like hydrolase superfamily, DOG/GPP family",PF13419;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38625,GUAA_YEAST,reviewed,,PF00117;PF00958;PF02540;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q00055,GPD1_YEAST,reviewed,NAD-dependent glycerol-3-phosphate dehydrogenase family,PF07479;PF01210;,PIRSF000114;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53130,GPG1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07845,GRC3_YEAST,reviewed,"Clp1 family, NOL9/GRC3 subfamily",PF16575;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40582,GST1_YEAST,reviewed,GST superfamily,PF00043;PF02798;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12390,GST2_YEAST,reviewed,GST superfamily,PF00043;PF13417;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12344,GYP5_YEAST,reviewed,GYP5 family,PF00566;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38523,GRPE_YEAST,reviewed,GrpE family,PF01025;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32836,GSP2_YEAST,reviewed,"Small GTPase superfamily, Ran family",PF00071;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P48239,GTO1_YEAST,reviewed,"GST superfamily, Omega family",PF13409;,PIRSF015753;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53290,GTR2_YEAST,reviewed,GTR/RAG GTP-binding protein family,PF04670;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53258,GYP2_YEAST,reviewed,,PF02893;PF00566;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P42944,GZF3_YEAST,reviewed,,PF00320;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P41546,HAC1_YEAST,reviewed,BZIP family,PF07716;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CE41,HAP1_YEAST,reviewed,,PF00172;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P16474,GRP78_YEAST,reviewed,Heat shock protein 70 family,PF00012;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P04912,H2A2_YEAST,reviewed,Histone H2A family,PF00125;PF16211;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P02293,H2B1_YEAST,reviewed,Histone H2B family,PF00125;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P14064,HAP4_YEAST,reviewed,,PF10297;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q96VH4,HBN1_YEAST,reviewed,Nitroreductase family,PF00881;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P24814,GRR1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04697,GSF2_YEAST,reviewed,,PF11055;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07729,GUAD_YEAST,reviewed,ATZ/TRZ family,PF01979;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40531,GVP36_YEAST,reviewed,,PF10455;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47026,GWT1_YEAST,reviewed,PIGW family,PF06423;,PIRSF017321;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08484,GYP1_YEAST,reviewed,,PF00566;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P23337,GYS1_YEAST,reviewed,Glycosyltransferase 3 family,PF05693;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P27472,GYS2_YEAST,reviewed,Glycosyltransferase 3 family,PF05693;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P13434,HAP3_YEAST,reviewed,NFYB/HAP3 subunit family,PF00808;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07653,HBT1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53834,HCH1_YEAST,reviewed,AHA1 family,PF09229;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34243,HCS1_YEAST,reviewed,DNA2/NAM7 helicase family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P07286,GPT_YEAST,reviewed,Glycosyltransferase 4 family,PF00953;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40581,GPX3_YEAST,reviewed,Glutathione peroxidase family,PF00255;,PIRSF000303;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
