Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
P78965,GSHR_SCHPO,reviewed,Class-I pyridine nucleotide-disulfide oxidoreductase family,PF07992;PF02852;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10452,GSK3_SCHPO,reviewed,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74544,GTR2_SCHPO,reviewed,GTR/RAG GTP-binding protein family,PF04670;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P04910,H2A2_SCHPO,reviewed,Histone H2A family,PF00125;PF16211;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTM7,HAT1_SCHPO,reviewed,HAT1 family,PF00583;PF10394;,PIRSF038084;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94380,GPI16_SCHPO,reviewed,PIGT family,PF04113;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09712,GPI18_SCHPO,reviewed,PIGV family,PF04188;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09782,GPI7_SCHPO,reviewed,"PIGG/PIGN/PIGO family, PIGG subfamily",PF01663;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74824,GTR1_SCHPO,reviewed,GTR/RAG GTP-binding protein family,PF04670;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTL7,GPN2_SCHPO,reviewed,GPN-loop GTPase family,PF03029;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59737,GYP1_SCHPO,reviewed,,PF00566;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTL4,GWT1_SCHPO,reviewed,PIGW family,PF06423;,PIRSF017321;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09916,HAS1_SCHPO,reviewed,"DEAD box helicase family, DDX18/HAS1 subfamily",PF00270;PF13959;PF00271;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43047,GRPE_SCHPO,reviewed,GrpE family,PF01025;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59827,GST2_SCHPO,reviewed,GST superfamily,PF00043;PF02798;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P772,GUAA_SCHPO,reviewed,,PF00117;PF00958;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUH7,GYP7_SCHPO,reviewed,,PF00566;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P24488,HAP2_SCHPO,reviewed,NFYA/HAP2 subunit family,PF02045;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13924,HASP_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family, Haspin subfamily",PF12330;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13916,HCN1_SCHPO,reviewed,,PF10471;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94524,GTO2_SCHPO,reviewed,"GST superfamily, Omega family",PF13409;,PIRSF015753;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P32235,GTP1_SCHPO,reviewed,"TRAFAC class OBG-HflX-like GTPase superfamily, OBG GTPase family",PF01926;PF16897;PF02824;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09835,GOS1_SCHPO,reviewed,GOSR1 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P35669,GSHB_SCHPO,reviewed,Eukaryotic GSH synthase family,PF03917;PF03199;,PIRSF001558;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9URT9,GSK31_SCHPO,reviewed,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6M1,GST3_SCHPO,reviewed,GST superfamily,PF00043;PF02798;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P04913,H2B1_SCHPO,reviewed,Histone H2B family,PF00125;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87315,HIR3_SCHPO,reviewed,HIR3 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10283,HMDH_SCHPO,reviewed,HMG-CoA reductase family,PF00368;PF12349;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74492,HIUH_SCHPO,reviewed,"Transthyretin family, 5-hydroxyisourate hydrolase subfamily",PF00576;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59667,HIS2_SCHPO,reviewed,,PF01502;PF01503;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P04909,H2A1_SCHPO,reviewed,Histone H2A family,PF00125;PF16211;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P79007,HAP5_SCHPO,reviewed,NFYC/HAP5 subunit family,PF00808;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09146,HBA1_SCHPO,reviewed,,PF00638;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UST9,HENMT_SCHPO,reviewed,"Methyltransferase superfamily, HEN1 family",PF08242;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P48003,H2AZ_SCHPO,reviewed,Histone H2A family,PF00125;PF16211;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14019,HAL4_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74774,HBS1_SCHPO,reviewed,"TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family",PF03143;PF08938;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94244,HAT2_SCHPO,reviewed,WD repeat RBAP46/RBAP48/MSI1 family,PF12265;PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94303,HIS5_SCHPO,reviewed,HisA/HisF family,PF00117;PF00977;,PIRSF036936;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10496,GYP51_SCHPO,reviewed,GYP5 family,PF00566;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78974,HEM2_SCHPO,reviewed,ALAD family,PF00490;,PIRSF001415;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94301,HFI1_SCHPO,reviewed,HFI1 family,PF12767;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59836,HIM1_SCHPO,reviewed,,PF08630;PF07535;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87214,HEM4_SCHPO,reviewed,Uroporphyrinogen-III synthase family,PF02602;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59786,HEMH_SCHPO,reviewed,Ferrochelatase family,PF00762;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USN7,HST2_SCHPO,reviewed,"Sirtuin family, Class I subfamily",PF02146;,PIRSF037938;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13772,HUA1_SCHPO,reviewed,HUA1 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74648,IAH1_SCHPO,reviewed,,PF13472;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTM0,IEC1_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74402,HSP78_SCHPO,reviewed,ClpA/ClpB family,PF00004;PF07724;PF10431;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10439,ICP55_SCHPO,reviewed,Peptidase M24B family,PF05195;PF00557;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7S9,IES4_SCHPO,reviewed,,PF08193;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUM7,HOB3_SCHPO,reviewed,,PF03114;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7P2,HOP1_SCHPO,reviewed,,PF02301;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43084,HSP33_SCHPO,reviewed,"Peptidase C56 family, HSP31-like subfamily",PF01965;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09811,HUS2_SCHPO,reviewed,"Helicase family, RecQ subfamily",PF00270;PF00271;PF00570;PF16124;PF09382;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09756,HXK1_SCHPO,reviewed,Hexokinase family,PF00349;PF03727;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q8WZK3,IBP1_SCHPO,reviewed,MPI phosphatase family,PF00581;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74749,HSE1_SCHPO,reviewed,STAM family,PF00018;PF00790;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P50582,HSK1_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family, CDC7 subfamily",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59838,HSP7F_SCHPO,reviewed,Heat shock protein 70 family,PF00012;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P22774,HSP7M_SCHPO,reviewed,Heat shock protein 70 family,PF00012;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P50519,HSP9_SCHPO,reviewed,,PF04119;,PIRSF002590;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10076,HSR1_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14254,IDHP_SCHPO,reviewed,Isocitrate and isopropylmalate dehydrogenases family,PF00180;,PIRSF000108;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10132,IDI1_SCHPO,reviewed,IPP isomerase type 1 family,PF00293;,PIRSF018427;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94704,IEC3_SCHPO,reviewed,,PF14612;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10251,IF2P_SCHPO,reviewed,"TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, IF-2 subfamily",PF03144;PF11987;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UST4,IF5A2_SCHPO,reviewed,EIF-5A family,PF01287;,PIRSF003025;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09689,IF5_SCHPO,reviewed,EIF-2-beta/eIF-5 family,PF01873;PF02020;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94650,HUB1_SCHPO,reviewed,,PF00240;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78955,HUS1_SCHPO,reviewed,HUS1 family,PF04005;,PIRSF011312;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTE8,IES6_SCHPO,reviewed,IES6 family,PF08265;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P56286,IF2A_SCHPO,reviewed,EIF-2-alpha family,PF07541;PF00575;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36620,ILVB_SCHPO,reviewed,TPP enzyme family,PF02775;PF00205;PF02776;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74984,HSP15_SCHPO,reviewed,Small heat shock protein (HSP20) family,PF00011;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y814,HTD2_SCHPO,reviewed,HTD2 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14210,IES2_SCHPO,reviewed,IES2 family,PF04795;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14059,HIS9_SCHPO,reviewed,"PHP hydrolase family, HisK subfamily",PF02811;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94586,HNT1_SCHPO,reviewed,,PF01230;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HGK2,HOP2_SCHPO,reviewed,HOP2 family,PF07106;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74914,HSP31_SCHPO,reviewed,"Peptidase C56 family, HSP31-like subfamily",PF01965;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59855,HSP72_SCHPO,reviewed,Heat shock protein 70 family,PF00012;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74352,HOB1_SCHPO,reviewed,,PF03114;PF00018;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USV0,HRD3_SCHPO,reviewed,Sel-1 family,PF08238;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9US25,HRP1_SCHPO,reviewed,SNF2/RAD54 helicase family,PF00385;PF00271;PF00176;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10092,HSP34_SCHPO,reviewed,"Peptidase C56 family, HSP31-like subfamily",PF01965;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09864,HSP60_SCHPO,reviewed,Chaperonin (HSP60) family,PF00118;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UR39,HST4_SCHPO,reviewed,"Sirtuin family, Class I subfamily",PF02146;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13696,IDH1_SCHPO,reviewed,Isocitrate and isopropylmalate dehydrogenases family,PF00180;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
B8Y7Y5,IEC5_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59683,IF2M_SCHPO,reviewed,"TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, IF-2 subfamily",PF11987;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P47943,IF4A_SCHPO,reviewed,"DEAD box helicase family, eIF4A subfamily",PF00270;PF00271;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74788,IML1_SCHPO,reviewed,IML1 family,PF00610;PF12257;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UST2,IMP2L_SCHPO,reviewed,"Peptidase S26 family, IMP2 subfamily",PF00717;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10272,IPI3_SCHPO,reviewed,WD repeat IPI3 family,PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7X6,ISH1_SCHPO,reviewed,LEA type 1 family,PF10281;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14349,ISN1_SCHPO,reviewed,ISN1 family,PF06437;,PIRSF028836;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P40903,ISP6_SCHPO,reviewed,Peptidase S8 family,PF05922;PF00082;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13848,I3ACR_SCHPO,reviewed,Aldo/keto reductase family,PF00248;,PIRSF000097;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P55877,IF1A_SCHPO,reviewed,EIF-1A family,PF01176;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78954,IF4E1_SCHPO,reviewed,Eukaryotic initiation factor 4E family,PF01652;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74743,IF4E2_SCHPO,reviewed,Eukaryotic initiation factor 4E family,PF01652;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13864,IMB1_SCHPO,reviewed,"Importin beta family, Importin beta-1 subfamily",PF03810;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60100,IMB4_SCHPO,reviewed,Importin beta family,PF03810;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10139,IMG2_SCHPO,reviewed,Mitochondrion-specific ribosomal protein mL49 family,PF05046;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P56289,IF5A1_SCHPO,reviewed,EIF-5A family,PF01287;,PIRSF003025;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94476,IF6_SCHPO,reviewed,EIF-6 family,PF01912;,PIRSF006413;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74476,IMB3_SCHPO,reviewed,"Importin beta family, Importin beta-3 subfamily",,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10199,IMP2_SCHPO,reviewed,,PF00611;PF00018;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09130,IF2G_SCHPO,reviewed,"TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EIF2G subfamily",PF09173;PF03144;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10475,IF4G_SCHPO,reviewed,Eukaryotic initiation factor 4G family,PF12152;PF08017;PF02854;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74736,ING2_SCHPO,reviewed,ING family,PF12998;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94701,INN1_SCHPO,reviewed,INN1/fic1 family,PF00168;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94718,IPI1_SCHPO,reviewed,IPI1 family,PF12333;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7H7,ILM1_SCHPO,reviewed,ILM1 family,PF10311;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10318,ILV3_SCHPO,reviewed,IlvD/Edd family,PF00920;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13835,IMP3_SCHPO,reviewed,Universal ribosomal protein uS4 family,PF00163;PF01479;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13823,IMP4_SCHPO,reviewed,,PF04427;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10323,IMT3_SCHPO,reviewed,Glycosyltransferase 32 family,PF04488;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59852,INV1_SCHPO,reviewed,Glycosyl hydrolase 32 family,PF00251;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USP8,IDH2_SCHPO,reviewed,Isocitrate and isopropylmalate dehydrogenases family,PF00180;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14063,IMA1_SCHPO,reviewed,Importin alpha family,PF00514;PF16186;PF01749;,PIRSF005673;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P56329,IF2B_SCHPO,reviewed,EIF-2-beta/eIF-5 family,PF01873;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q76PC7,IF3M_SCHPO,reviewed,IF-3 family,PF00707;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60086,ILV6_SCHPO,reviewed,Acetolactate synthase small subunit family,PF01842;PF10369;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94374,IMA2_SCHPO,reviewed,Importin alpha family,PF00514;PF16186;PF01749;,PIRSF005673;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59809,IMA3_SCHPO,reviewed,,PF08506;PF03810;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10297,IMB5_SCHPO,reviewed,,PF03810;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14344,IMDH_SCHPO,reviewed,IMPDH/GMPR family,PF00571;PF00478;,PIRSF000130;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7R5,INS1_SCHPO,reviewed,INSIG family,PF07281;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78827,ILV5_SCHPO,reviewed,Ketol-acid reductoisomerase family,PF01450;PF07991;,PIRSF000119;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT67,IMT2_SCHPO,reviewed,Glycosyltransferase 32 family,PF04488;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9US03,KLP2_SCHPO,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily",PF00225;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59751,KLP6_SCHPO,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, Kinesin II subfamily",PF00225;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36590,KTHY_SCHPO,reviewed,Thymidylate kinase family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7P7,LDH_SCHPO,reviewed,"LDH/MDH superfamily, LDH family",PF02866;PF00056;,PIRSF000102;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7X9,KIN17_SCHPO,reviewed,KIN17 family,PF10357;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRS3,KISH_SCHPO,reviewed,KISH family,PF06842;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9US36,KLF1_SCHPO,reviewed,,PF04082;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60135,LCF1_SCHPO,reviewed,ATP-dependent AMP-binding enzyme family,PF00501;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94413,KPR2_SCHPO,reviewed,Ribose-phosphate pyrophosphokinase family,PF14572;PF13793;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94693,LIN1_SCHPO,reviewed,LIN1 family,PF02213;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9US60,KLP3_SCHPO,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family",PF00225;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
